,datetime,instrument,score,exp_name,rid,weight,real_label,error,abs_error
0,2026-09-24,SH600000,7.590939962688151e-05,EXP_CatBoostModel_Alpha158_csi300_custom_step0_s_20260924_19,cee35d35ff1c47c2a6a810e3f09aeda5,0.064,,,
1,2026-09-24,SZ000617,-0.023685729131102562,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
2,2026-09-24,SZ000596,0.013663211837410927,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
3,2026-09-24,SZ000568,0.005415614694356918,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
4,2026-09-24,SZ000538,0.030543211847543716,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
5,2026-09-24,SZ000425,-0.008307873271405697,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
6,2026-09-24,SZ000408,-0.00021337717771530151,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
7,2026-09-24,SZ000625,-0.033716097474098206,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
8,2026-09-24,SZ000338,-0.0004977204371243715,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
9,2026-09-24,SZ000301,-0.048362091183662415,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
10,2026-09-24,SZ000166,0.01917336881160736,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
11,2026-09-24,SZ000157,0.05489124357700348,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
12,2026-09-24,SZ000100,-0.01571994461119175,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
13,2026-09-24,SZ000063,0.005127405747771263,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
14,2026-09-24,SZ000002,-0.1503775715827942,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
15,2026-09-24,SZ000333,-0.011652916669845581,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
16,2026-09-24,SZ000630,-0.016024529933929443,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
17,2026-09-24,SZ000651,0.035813335329294205,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
18,2026-09-24,SZ000657,-0.1281658262014389,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
19,2026-09-24,SZ001280,-0.021087052300572395,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
20,2026-09-24,SZ000999,0.03130238130688667,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
21,2026-09-24,SZ000988,-0.07995158433914185,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
22,2026-09-24,SZ000977,0.09374458342790604,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
23,2026-09-24,SZ000975,-0.070949487388134,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
24,2026-09-24,SZ000963,0.012918470427393913,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
25,2026-09-24,SZ000938,0.07188215851783752,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
26,2026-09-24,SZ000895,-0.00024272222071886063,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
27,2026-09-24,SZ000858,-0.011689506471157074,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
28,2026-09-24,SZ000807,-0.01587834395468235,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
29,2026-09-24,SZ000792,-0.04697094112634659,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
30,2026-09-24,SZ000776,-0.023423511534929276,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
31,2026-09-24,SZ000768,-0.004290160723030567,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
32,2026-09-24,SZ000725,-0.1096261665225029,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
33,2026-09-24,SZ000708,-0.03866451606154442,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
34,2026-09-24,SZ000001,0.04007355496287346,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
35,2026-09-24,SZ001391,0.06264738738536835,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
36,2026-09-24,SH688981,0.007081814110279083,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
37,2026-09-24,SH688506,0.003164803609251976,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
38,2026-09-24,SH603993,-0.0365285649895668,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
39,2026-09-24,SH603986,-0.09727738052606583,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
40,2026-09-24,SH603893,-0.0796668529510498,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
41,2026-09-24,SH603799,-0.014368034899234772,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
42,2026-09-24,SH603501,0.009666761383414268,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
43,2026-09-24,SH603392,-0.022606926038861275,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
44,2026-09-24,SH605117,-0.01389224175363779,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
45,2026-09-24,SH603369,-0.01816370338201523,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
46,2026-09-24,SH603288,0.05239620432257652,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
47,2026-09-24,SH603260,-0.12443900853395462,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
48,2026-09-24,SH603259,-0.05607052147388458,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
49,2026-09-24,SH603019,0.05612277239561081,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
50,2026-09-24,SH601998,0.06286598742008209,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
51,2026-09-24,SH601995,,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
52,2026-09-24,SH603296,0.05385477840900421,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
53,2026-09-24,SH605499,0.012855425477027893,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
54,2026-09-24,SH688008,-0.06954241544008255,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
55,2026-09-24,SH688009,0.018641335889697075,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
56,2026-09-24,SH688472,0.012756876647472382,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
57,2026-09-24,SH688396,-0.06528928875923157,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
58,2026-09-24,SH688303,-0.01941453292965889,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
59,2026-09-24,SH688271,-0.025869902223348618,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260924_17,17067f5ff44d47fe8a51800fa05e3112,0.09,,,
