,date,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10,top11,top12,top13,top14,top15,top16,top17,top18,top19,top20,top21,top22,top23,top24,top25,top26,top27,top28,top29,top30,top31,top32,top33,top34,top35,top36,top37,top38,top39,top40,top41,top42,top43,top44,top45,top46,top47,top48,top49,top50,top51,top52,top53,top54,top55,top56,top57,top58,top59,top60,top61,top62,top63,top64,top65,top66,top67,top68,top69,top70,top71,top72,top73,top74,top75,top76,top77,top78,top79,top80,avg_real_label,csi300_real_label,turnover_rate,daily_net_ret,strategy_equity,csi300_equity,max_equity,drawdown
31,2026-07-31,SH600015,SH600919,SH601169,SH601818,SH601838,SH601229,SH600018,SH601018,SH601186,SZ000001,SH601985,SH601916,SZ002142,SZ001965,SH600036,SH601816,SZ000166,SH601006,SH601658,SH601988,SH600900,SH601009,SH600887,SH601668,SH601766,SH688009,SH601328,SH601939,SH601166,SH600000,SH600050,SH601800,SH601288,SH600941,SZ000651,SH600016,SZ002236,SZ000999,SH600674,SH600061,SH601398,SH600905,SH600028,SH601021,SZ000538,SZ002736,SH600519,SZ002415,SH601456,SH601377,SH601059,SH600025,SH600029,SH600030,SH601788,SH600886,SH600958,SH601318,SH601319,SH601607,SH601901,SZ000333,SH600690,SH601688,SH600926,SH601878,SH600039,SH601919,SZ300999,SH601998,SH600009,SH601117,SZ000708,SH600795,SH601077,SH600019,SZ002352,SH601881,SZ000157,SH601100,-0.017347242683172226,0.012711287,0.1,-0.017547242683172225,0.9708552118855455,0.9986901,1.0198367992818813,-0.04802884876367107
32,2026-08-03,SH600919,SH600015,SH601818,SH601658,SH600018,SH601838,SH601229,SH601169,SH601985,SH601988,SH601018,SZ000651,SZ002142,SH688009,SH601916,SH600674,SZ001965,SH600690,SZ000166,SH601377,SZ000001,SH601939,SZ000538,SH601059,SH601009,SH600061,SH601006,SH600958,SH600905,SH601319,SH601618,SH601021,SH600887,SH600036,SH601919,SZ002736,SH601607,SH600025,SH601800,SH600030,SH601881,SH601398,SH600016,SH601456,SZ002311,SH601186,SH601878,SH601668,SH600741,SH601766,SZ300999,SH601288,SH600926,SH601816,SH600050,SH601788,SH600028,SH600941,SZ000301,SZ000333,SH601901,SH600029,SH600900,SH600009,SH601825,SH601117,SZ002352,SH601336,SH601688,SH603288,SH601995,SH600795,SZ002236,SH600886,SH600039,SH600000,SH601328,SH601166,SH600519,SZ000999,-0.007175954524427652,0.012436628,0.0625,-0.0073009545244276525,0.9637670421337655,1.0111104,1.0198367992818813,-0.054979146847414555
33,2026-08-04,SH601169,SZ000001,SH600900,SH601916,SH600018,SH601818,SH600919,SH600905,SH601838,SH601658,SH600036,SH600028,SH601985,SZ002142,SH600674,SH601166,SZ002311,SH601229,SH601186,SH600016,SH600025,SZ001965,SH601919,SH601668,SH601018,SH688009,SH600886,SH601328,SH601988,SH600690,SH601319,SH601607,SH601398,SZ000651,SH601009,SH600015,SH601816,SH601618,SH601377,SH600039,SH601456,SH600050,SH601788,SZ002736,SH601766,SH601006,SH600941,SH601059,SZ000166,SH600958,SH601939,SH600741,SH600030,SH601878,SZ000538,SH600887,SH600061,SH600926,SH601117,SH601800,SH601077,SZ000333,SH600000,SH603288,SH601318,SH600009,SH600795,SH601901,SH601288,SH601825,SZ002236,SH601021,SH600660,SZ000999,SZ000157,SH600519,SZ000708,SH601881,SZ002352,SH600029,-0.0025757313705980778,-0.00146842,0.125,-0.002825731370598078,0.9610436953688597,1.0096257,1.0198367992818813,-0.0576495219180371
34,2026-08-07,SH600018,SH601985,SH601377,SH600919,SZ002142,SH600905,SH601021,SZ000166,SH600926,SH601169,SH601456,SH601319,SZ002736,SH601878,SH601816,SH600795,SZ000001,SH601788,SH601607,SH601838,SH601018,SH601117,SH600958,SH600025,SH600015,SH601818,SH601901,SH600886,SH601658,SH600061,SZ000333,SZ000768,SH600029,SH600016,SH600036,SH601009,SH600900,SH601186,SH601229,SH601916,SH601668,SH601919,SH601166,SH600674,SH601077,SZ000999,SH600741,SH601988,SH601881,SH601059,SH688009,SZ000651,SH601100,SH601318,SZ000538,SH601995,SH600690,SH600372,SH600887,SH601006,SH601939,SH601618,SH601336,SH601390,SZ002311,SH600000,SH601398,SH601328,SH600941,SH603288,SH600918,SH601766,SH600050,SZ000708,SZ000895,SZ002648,SH601800,SZ002236,SZ000157,SZ300059,-0.0045678624883294106,-0.00813055,0.15,-0.0048678624883294105,0.9563654668145282,1.0014168,1.0198367992818813,-0.06223675446115155
35,2026-08-10,SH601377,SH601607,SH600018,SH600919,SH601229,SH601456,SH601985,SZ002142,SH600905,SZ002736,SH601117,SH600926,SH601021,SZ000166,SH601901,SH601878,SH601788,SH601818,SH600958,SH601169,SH600061,SH600029,SH600795,SH600760,SH600016,SH601838,SH601319,SH601077,SH601881,SH601336,SH601688,SH601186,SH601916,SH601658,SH600015,SH600196,SZ000999,SH601318,SZ000001,SH600887,SH600036,SH601988,SH601995,SZ000768,SH600741,SH600030,SH601018,SH601919,SH601009,SH600886,SH601166,SH601816,SH601668,SZ002311,SH601059,SH601006,SH600025,SH600519,SZ000538,SH600372,SZ000708,SH601100,SZ002236,SH688009,SH601800,SH601328,SH600028,SH601618,SH601398,SH601136,SZ300059,SH600039,SZ002001,SH600050,SH601998,SH601390,SH601601,SH600900,SH600674,SH600309,-0.0022760829888284206,0.005817175,0.1125,-0.0025010829888284206,0.9539735174143754,1.0072422,1.0198367992818813,-0.06458217816211728
36,2026-08-11,SH601456,SH601377,SH600018,SZ002736,SH600919,SH601688,SH600905,SH601985,SH601878,SH601021,SH600016,SH600795,SH601117,SH600926,SH601607,SZ000166,SH600061,SH601229,SZ002142,SH601788,SZ000999,SH600029,SH601901,SH600958,SH601668,SH601818,SH600196,SH601169,SH601319,SH600030,SH601816,SH601186,SH601881,SH601059,SH600028,SZ000768,SH600015,SZ000001,SH601018,SH601166,SH601318,SH601919,SH688009,SH600741,SH601838,SH600372,SH601077,SH601658,SH601995,SZ002236,SZ300059,SH600887,SZ002311,SH600025,SH601916,SH601390,SH600050,SH600886,SZ000538,SZ000895,SH600900,SH601988,SZ000301,SH600760,SZ002648,SH603288,SH600406,SH601009,SH601800,SH600000,SH600918,SH600690,SH601006,SH601618,SH600674,SH600036,SZ000651,SH601998,SH601336,SH601328,-0.0011529207695275545,-0.005749464,0.1,-0.0013529207695275546,0.9526828668290863,1.0014511,1.0198367992818813,-0.06584772436146791
37,2026-08-13,SH601456,SH601229,SH600018,SH601607,SH601077,SH601169,SH600958,SH601838,SH600919,SH600061,SH601878,SH601059,SH600016,SH601377,SH600795,SH601117,SZ002142,SZ000166,SZ002736,SH601788,SH601816,SH600905,SZ000001,SZ000999,SH688009,SH600028,SH600015,SH601995,SZ000333,SH601985,SH600887,SH601009,SH600036,SZ000768,SH600926,SH601021,SH600029,SH601658,SH601688,SZ000651,SH601901,SH600372,SH600030,SH601186,SH601390,SZ002648,SH601939,SH601916,SZ000895,SH601018,SH600519,SZ000538,SZ002311,SH601668,SH600900,SH600941,SH601166,SH600918,SH601998,SH601398,SH601669,SH600025,SH600050,SH601988,SH601818,SH601800,SH600000,SH600585,SH601318,SH600196,SH600886,SZ300059,SZ002236,SZ300750,SH601319,SH600690,SH601328,SH601006,SH601881,SZ000301,-0.0006910927477292717,0.016121387,0.1375,-0.0009660927477292717,0.9517624868205568,1.0175959,1.0198367992818813,-0.06675020210023715
38,2026-08-14,SH601229,SH601838,SH601077,SH600926,SH600919,SH600018,SH601607,SZ000001,SH601169,SH600795,SH600900,SH600036,SZ000651,SH601816,SH601009,SH601658,SZ000895,SH600941,SH601456,SH600519,SZ000999,SH600674,SH601688,SH600905,SH601939,SH600958,SH601988,SH601377,SZ002648,SH688009,SH600025,SH601328,SH600015,SH601985,SZ000166,SH601825,SH600028,SH601916,SZ002142,SH600016,SH600887,SH601166,SH600061,SZ000538,SH601059,SH601766,SH601398,SH601117,SH600196,SH601788,SH600050,SH601318,SH601901,SH601018,SH600000,SH601186,SH601998,SH601995,SZ300760,SH600585,SZ002736,SH601390,SZ000768,SH600029,SH600039,SH600918,SH601818,SH601878,SZ300750,SZ002001,SH601111,SH600690,SH600372,SH600760,SZ000963,SH600886,SH601288,SH600030,SH601668,SZ300015,0.0004650585469789803,-0.003224969,0.125,0.0002150585469789803,0.9519671714780414,1.0143142,1.0198367992818813,-0.06654949875473243
39,2026-08-18,SH601229,SH600926,SH600919,SZ002142,SH601916,SH600795,SH601607,SH601456,SH601838,SH601009,SZ000001,SH601816,SH601169,SH600015,SH601077,SH601998,SH600196,SH688009,SH600050,SH601018,SH600028,SZ000999,SH601658,SH601985,SH600039,SH600958,SZ000333,SH601788,SH600918,SZ000166,SH600018,SH601377,SZ002736,SZ000768,SZ000651,SH601988,SH600036,SH601059,SH600905,SZ300750,SH600025,SH601328,SH600016,SH601868,SH600760,SH600010,SH600900,SH600519,SH601618,SH601825,SH601669,SH600030,SH600941,SZ000895,SZ000708,SH601390,SH601117,SH600515,SH601166,SZ002648,SH600372,SH601006,SH601818,SH600887,SH601878,SH601766,SH601688,SH600886,SZ000538,SH600019,SH600000,SH601318,SH601668,SH600406,SH601939,SH601995,SH600061,SH601186,SZ002001,SH600674,0.004897009581327438,0.0008826256,0.15,0.0045970095813274384,0.9563433736864352,1.0152094,1.0198367992818813,-0.062258417856813034
40,2026-08-20,SH601229,SH600919,SH600018,SH601838,SH601009,SH600926,SH688009,SZ000001,SH601077,SH601816,SZ002142,SH601018,SH601456,SH601658,SZ000651,SH601607,SH601998,SH600050,SH600025,SH600036,SH600039,SH601169,SH600674,SH600795,SH601117,SZ002736,SZ000166,SH601766,SH601985,SZ000301,SH600941,SH601788,SH600015,SH601988,SH600028,SH600196,SH600760,SH600519,SH601318,SH600918,SH601166,SH600905,SH601328,SH600016,SH601006,SZ000895,SH601668,SH601059,SH601818,SH600900,SH601878,SZ001965,SZ300750,SZ000768,SH600061,SH600958,SH601939,SH601825,SZ000333,SH601916,SH600886,SH601319,SZ002236,SH600690,SH601377,SZ002311,SH600406,SH600030,SH600010,SZ000999,SH600585,SH601995,SZ300760,SH601881,SZ002648,SH601186,SH600029,SZ002352,SH601021,SH601688,0.008876022882759571,-0.012074292,0.1,0.00867602288275957,0.9646406306803142,1.0029515,1.0198367992818813,-0.05412255043202351
41,2026-08-21,SH601838,SH601077,SH600050,SH601988,SH601229,SZ000001,SH600018,SH600926,SH600016,SH600919,SH688009,SH601169,SH601825,SZ000651,SH600015,SH601658,SH601998,SH601018,SH601009,SH600025,SH600795,SZ002142,SZ000166,SH601816,SH601818,SH601117,SH601166,SH601456,SH600036,SH600905,SH601916,SH601607,SH600674,SH601328,SH600690,SH601059,SH600039,SH600887,SH601318,SH601939,SZ000895,SH601788,SH601668,SZ001965,SH601618,SH600900,SH601319,SZ000333,SH600031,SH600000,SH600519,SZ002311,SH601985,SH600028,SH600918,SH600010,SH600760,SH601336,SH600941,SH601377,SH601688,SH600061,SH601006,SH601766,SZ002736,SH600585,SH600886,SH600030,SH600029,SH601398,SZ002648,SH601288,SH601995,SH600309,SH601881,SH601186,SZ002352,SH600196,SZ000768,SH601878,-0.00022720843844581395,-0.0024325252,0.1375,-0.000502208438445814,0.9641561800155188,1.0005118,1.0198367992818813,-0.05459757806893222
42,2026-08-24,SH601838,SZ000001,SH601077,SH601169,SH601229,SH600050,SH601988,SH600018,SH601658,SH600760,SH600926,SH601009,SH600028,SH600919,SH601117,SH601818,SH601018,SH600016,SH600015,SH600941,SH601607,SH600025,SH601816,SH600010,SH601328,SH601668,SH601006,SZ000166,SZ000768,SZ002142,SH601456,SH600036,SH600795,SH688009,SZ000651,SH601318,SH601059,SH601825,SH601916,SH601618,SZ001965,SH600905,SH600900,SH600309,SH601939,SH600887,SH600690,SH601688,SH601166,SZ000538,SZ002352,SH601985,SH600031,SH601788,SH601319,SH601998,SZ003816,SH601377,SH600886,SH601881,SH600061,SH601633,SH600519,SZ300750,SH601398,SH600029,SH600674,SZ300498,SH601186,SZ002311,SZ002236,SH601766,SZ002736,SH601390,SZ000157,SH600741,SH601800,SH600585,SH601288,SH688271,0.009071696549654007,0.008514881,0.15,0.008771696549654007,0.9726134654530886,1.009031,1.0198367992818813,-0.04630479490644491
43,2026-08-25,SZ000001,SH601998,SH601988,SH601169,SH601229,SH600010,SH600050,SH601018,SH601607,SH601825,SH601939,SZ000651,SH600028,SH600016,SH601668,SH601838,SH601009,SH600941,SH601117,SH600919,SH601818,SH601006,SZ000157,SH600887,SH601658,SZ000166,SH600918,SZ000538,SH601816,SH601077,SH600018,SH601377,SH600926,SZ002352,SH600886,SH601800,SH600150,SH601618,SH601059,SH601318,SH600015,SH600795,SZ002311,SH600905,SZ002142,SH600061,SH601319,SH601390,SH601186,SH600027,SH601985,SH601288,SH600900,SH601788,SH600760,SZ001965,SH600519,SH600221,SH601881,SH601916,SZ000617,SH601868,SH600674,SZ300760,SH600036,SZ002736,SH601166,SH601688,SH688009,SH600025,SH601336,SH601398,SH688271,SZ000768,SH600585,SH600406,SH601021,SH600958,SH600030,SH600029,-0.004438729025423527,0.008601904,0.2,-0.004838729025423527,0.967907252447283,1.0177107,1.0198367992818813,-0.05091946757673825
44,2026-08-26,SH601607,SZ000001,SH600050,SH601988,SH600905,SH601018,SH601077,SH600926,SH600018,SH601169,SH601658,SH601838,SZ000651,SH601009,SH600958,SH601229,SH601668,SH601456,SZ000166,SH600919,SH601006,SH600887,SH600061,SH601916,SZ002311,SH600010,SH600221,SH600015,SH601377,SH600760,SH601878,SH601868,SH601788,SH600519,SZ002736,SH600918,SH601816,SH601059,SH601818,SH600674,SH601998,SH601117,SH601985,SH600741,SH600016,SH601939,SZ002236,SH600031,SH601328,SZ000538,SH601669,SZ000157,SH688009,SH601319,SH601021,SH600941,SH601633,SH601318,SH600025,SH601186,SZ002142,SH600150,SZ000895,SH601825,SH601901,SH600795,SH601390,SZ300999,SH600036,SH600372,SH601166,SZ002001,SH600000,SH600028,SH600027,SH601288,SH603288,SH600900,SH601800,SH600515,0.0005561575526371598,-0.0045568943,0.225,0.00010615755263715978,0.9680100031123825,1.0130731,1.0198367992818813,-0.05081871551016073
45,2026-08-28,SH600926,SH601988,SH601607,SH600958,SH601009,SH600050,SH601117,SH601838,SH601398,SZ000001,SH601456,SH600221,SH600519,SZ002736,SZ000999,SH600919,SZ000166,SH600900,SH601901,SZ002236,SH601916,SH600030,SH601985,SH600760,SH601229,SH601878,SH600016,SH600150,SH601077,SH600372,SH601328,SH601818,SZ000651,SH601021,SH600061,SH601939,SH600905,SH601788,SH600028,SH601377,SZ002027,SH601288,SH601059,SH600018,SH601318,SH601006,SH600585,SH601816,SH600918,SH601668,SH600795,SH600000,SZ000895,SH600674,SZ000538,SH600025,SH601169,SZ000768,SH601018,SZ003816,SH600015,SH600886,SZ001391,SH601881,SZ300413,SZ002142,SH601658,SH600010,SH601868,SH601390,SH600115,SH603288,SH601825,SH600048,SH601211,SH601360,SH600309,SH600085,SH600036,SH601688,0.013878201134502888,-0.0029513836,0.2375,0.013403201134502888,0.9809844358843085,1.0100831,1.0198367992818813,-0.038096647841037626
