,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,KMID,KLEN,KMID2,KUP,KUP2,KLOW,KLOW2,KSFT,KSFT2,OPEN0,HIGH0,LOW0,VWAP0,ROC5,ROC10,ROC20,ROC30,ROC60,MA5,MA10,MA20,MA30,MA60,STD5,STD10,STD20,STD30,STD60,BETA5,BETA10,BETA20,BETA30,BETA60,RSQR5,RSQR10,RSQR20,RSQR30,RSQR60,RESI5,RESI10,RESI20,RESI30,RESI60,MAX5,MAX10,MAX20,MAX30,MAX60,MIN5,MIN10,MIN20,MIN30,MIN60,QTLU5,QTLU10,QTLU20,QTLU30,QTLU60,QTLD5,QTLD10,QTLD20,QTLD30,QTLD60,RANK5,RANK10,RANK20,RANK30,RANK60,RSV5,RSV10,RSV20,RSV30,RSV60,IMAX5,IMAX10,IMAX20,IMAX30,IMAX60,IMIN5,IMIN10,IMIN20,IMIN30,IMIN60,IMXD5,IMXD10,IMXD20,IMXD30,IMXD60,CORR5,CORR10,CORR20,CORR30,CORR60,CORD5,CORD10,CORD20,CORD30,CORD60,CNTP5,CNTP10,CNTP20,CNTP30,CNTP60,CNTN5,CNTN10,CNTN20,CNTN30,CNTN60,CNTD5,CNTD10,CNTD20,CNTD30,CNTD60,SUMP5,SUMP10,SUMP20,SUMP30,SUMP60,SUMN5,SUMN10,SUMN20,SUMN30,SUMN60,SUMD5,SUMD10,SUMD20,SUMD30,SUMD60,VMA5,VMA10,VMA20,VMA30,VMA60,VSTD5,VSTD10,VSTD20,VSTD30,VSTD60,WVMA5,WVMA10,WVMA20,WVMA30,WVMA60,VSUMP5,VSUMP10,VSUMP20,VSUMP30,VSUMP60,VSUMN5,VSUMN10,VSUMN20,VSUMN30,VSUMN60,VSUMD5,VSUMD10,VSUMD20,VSUMD30,VSUMD60
0,SH688521,0.11422209592660405,0.7272727272727273,,,,SH688521,芯原股份,2026-08-20,-0.052080575,0.07169046,-0.72646445,0.007068066,0.09859144,0.012541823,0.17494409,-0.04660682,-0.6501118,1.054942,1.0623984,0.9867691,1.0192258,1.1552951,1.2175254,1.2502103,1.8420138,1.4153165,1.133083,1.1676683,1.1530274,1.2347909,1.39268,0.1115504,0.0898729,0.093575954,0.1564201,0.26551414,-0.055407308,-0.020608505,-0.00077776087,-0.012478031,-0.006541806,0.6167823,0.4819999,0.0024178629,0.4931837,0.18514834,-0.022268308,-0.07493006,-0.14563869,-0.053859532,-0.19969673,1.2707294,1.300499,1.300499,1.8326511,2.1061277,0.9867691,0.9867691,0.9542524,0.9542524,0.9542524,1.2104053,1.2104053,1.2227168,1.3471323,1.6453327,1.0310366,1.1319953,1.0689802,1.13768,1.1913551,0.2,0.1,0.1,0.06666667,0.033333335,0.046594173,0.042172898,0.13212436,0.052080672,0.03971576,0.4,0.1,0.55,0.033333335,0.38333333,1.0,1.0,0.25,0.5,0.75,-0.6,-0.9,0.3,-0.46666667,-0.36666667,-0.10232093,-0.15970877,-0.34275776,0.16637987,0.45692793,0.50893724,0.39184844,0.19272391,0.15863888,0.13255231,0.4,0.3,0.4,0.3,0.48333332,0.6,0.7,0.6,0.7,0.51666665,-0.2,-0.4,-0.2,-0.4,-0.033333335,0.29680163,0.31684285,0.40258437,0.29922736,0.4503818,0.7031984,0.68315715,0.5974156,0.70077264,0.54961824,-0.40639672,-0.3663143,-0.19483128,-0.40154532,-0.099236436,1.0461048,0.91370744,0.8891406,0.9555028,1.0229756,0.33198452,0.284576,0.24527185,0.26394588,0.23556492,0.7997673,0.97156626,0.8994787,0.8382662,0.8228874,0.57725257,0.5513993,0.516548,0.4915243,0.49316284,0.42274746,0.44860074,0.48345205,0.50847566,0.5068372,0.15450507,0.10279852,0.033095922,-0.016951367,-0.013674336
1,SZ300502,0.09301541658369589,0.8181818181818182,,,,,,2026-08-20,-0.00952151,0.03440193,-0.27677256,0.005980849,0.17385213,0.018899571,0.5493753,0.0033972124,0.09875063,1.009613,1.0156513,0.98091877,0.9980893,1.0383552,1.0189605,1.2011493,1.3175694,1.1974883,1.0591226,1.0353217,1.0309789,1.1103038,1.2105565,0.059189834,0.0507301,0.07134334,0.13334483,0.1472965,-0.029781269,0.0049639256,-0.00019340466,-0.0109361205,-0.006171027,0.63289577,0.08776684,0.00025721424,0.5212859,0.53534025,0.00043998376,-0.057659347,-0.029141633,0.048270036,-0.02851125,1.1400409,1.1400409,1.197164,1.3994977,1.4947828,0.98091877,0.93782866,0.8381235,0.8381235,0.8381235,1.0992318,1.0842619,1.0842619,1.2330322,1.3415779,0.9987825,0.9987825,0.9792759,0.9987825,1.0323658,0.4,0.3,0.35,0.23333333,0.11666667,0.11991574,0.30745578,0.4508585,0.2883576,0.2465152,0.4,0.7,0.05,0.13333334,0.4,1.0,0.2,0.25,0.5,0.75,-0.6,0.5,-0.2,-0.36666667,-0.35,0.3675426,-0.14617303,-0.50892997,-0.14259928,-0.1552203,-0.11158658,-0.2423188,-0.32652795,-0.21050307,-0.08609844,0.6,0.6,0.5,0.43333334,0.46666667,0.4,0.4,0.5,0.56666666,0.53333336,0.2,0.2,0.0,-0.13333334,-0.06666667,0.4159624,0.47330847,0.4050834,0.4108393,0.4714512,0.5840376,0.5266915,0.5949166,0.5891607,0.5285488,-0.16807519,-0.053383023,-0.1898332,-0.17832139,-0.057097606,1.542222,1.6956006,1.9584526,1.9732271,1.8813348,0.43783516,0.41218558,0.65965384,0.60199374,0.49416956,0.85406023,0.8820954,1.1590236,1.0231422,1.0007806,0.40956485,0.40766895,0.47801885,0.47930628,0.48677158,0.59043515,0.59233105,0.5219812,0.5206937,0.5132284,-0.18087028,-0.1846621,-0.04396232,-0.041387457,-0.026456814
2,SH688256,0.08683258040319553,0.9090909090909091,,,,SH688256,寒武纪,2026-08-20,-0.046357606,0.06971566,-0.66495264,0.008377176,0.12016205,0.014980872,0.21488534,-0.03975391,-0.57022935,1.048611,1.0573955,0.9842909,1.0115935,1.0936036,1.1555836,1.2355615,1.5184951,1.3255827,1.0827957,1.0978898,1.107896,1.1717614,1.2657555,0.06512926,0.054411642,0.061631672,0.113318354,0.14176622,-0.026685314,-0.0102965,-0.004107886,-0.010340682,-0.005148225,0.41969368,0.32825175,0.15548803,0.64535636,0.40222535,-0.029425105,-0.05155549,-0.06887099,-0.021821544,-0.11388294,1.1574106,1.1999488,1.2513884,1.553077,1.6025658,0.9842909,0.9842909,0.9842909,0.9842909,0.9842909,1.1448487,1.1448487,1.1511098,1.2715434,1.3871117,1.031349,1.0709596,1.0611256,1.0807711,1.122908,0.2,0.1,0.05,0.033333335,0.016666668,0.09074129,0.07284271,0.05881412,0.02761866,0.02540797,0.6,0.2,0.05,0.033333335,0.38333333,1.0,1.0,1.0,1.0,1.0,-0.4,-0.8,-0.95,-0.96666664,-0.6166667,-0.51830876,-0.007886967,-0.48973686,-0.20524286,-0.003513388,-0.16346224,-0.10386125,-0.30239853,-0.16486703,0.13483188,0.4,0.5,0.55,0.46666667,0.5,0.6,0.5,0.45,0.53333336,0.5,-0.2,0.0,0.1,-0.06666667,0.0,0.29749134,0.29813576,0.37436935,0.33565333,0.44978464,0.7025087,0.70186424,0.6256307,0.66434664,0.55021536,-0.40501732,-0.40372846,-0.25126132,-0.32869333,-0.100430734,0.8833933,0.935628,0.9497095,0.94755197,0.9260736,0.16699022,0.2154375,0.22579549,0.20691249,0.19317588,0.97043294,0.98876977,0.8167939,0.8154168,0.90042305,0.559739,0.53219324,0.5307922,0.49097043,0.50300056,0.440261,0.4678068,0.46920782,0.50902957,0.49699947,0.11947798,0.06438645,0.061584365,-0.018059112,0.0060010715
3,SZ002837,0.08481245789297147,0.7272727272727273,,,,,,2026-08-20,-0.009543428,0.036489516,-0.26153892,0.0061751595,0.16923106,0.020770928,0.56923,0.0050523398,0.13846004,1.0096353,1.0158701,0.97902894,0.9982197,1.047616,1.0,1.1545503,1.4334066,1.3783661,1.053735,1.0507327,1.0196251,1.0858791,1.2319105,0.053178437,0.036230173,0.07624893,0.12779026,0.18821411,-0.0272459,-0.002422526,0.0020978758,-0.009277927,-0.0076880655,0.65625286,0.04098335,0.02649477,0.40851507,0.50889665,0.0007567448,-0.039831363,-0.03955484,0.048650865,-0.005112504,1.112414,1.112414,1.1596521,1.4831017,1.6945022,0.97902894,0.97902894,0.8656768,0.8656768,0.8656768,1.0918981,1.080414,1.080414,1.1585552,1.4003824,0.99871534,1.0264528,0.97770554,0.9928225,1.0468228,0.4,0.2,0.425,0.28333333,0.14166667,0.15722194,0.15722194,0.45692,0.21755385,0.1620645,0.6,0.8,0.1,0.033333335,0.33333334,1.0,1.0,0.35,0.56666666,0.78333336,-0.4,-0.2,-0.25,-0.53333336,-0.45,0.30991393,0.28630584,-0.4466743,0.25678295,0.679251,-0.44783524,0.16758111,0.043373823,0.09534268,0.22993055,0.6,0.5,0.5,0.5,0.53333336,0.4,0.5,0.5,0.5,0.46666667,0.2,0.0,0.0,0.0,0.06666667,0.36982793,0.5,0.40403685,0.34752056,0.4364914,0.6301721,0.5,0.5959632,0.6524794,0.56350857,-0.26034418,0.0,-0.19192632,-0.30495888,-0.12701719,1.3335028,1.3748176,1.4493619,1.6144317,1.9859908,0.21312459,0.27742103,0.31343412,0.42857948,0.71428204,1.0063273,1.0100578,0.89321613,0.89583236,0.81566036,0.29146355,0.43536115,0.4792715,0.4245892,0.47825697,0.70853645,0.56463885,0.52072847,0.57541084,0.52174306,-0.4170729,-0.1292777,-0.04145699,-0.15082166,-0.04348608
4,SH688126,0.07788830414991468,0.9090909090909091,,,,SH688126,沪硅产业,2026-08-20,-0.0721063,0.08273249,-0.8715597,0.0007590344,0.009174563,0.009867152,0.11926575,-0.06299818,-0.7614685,1.0777097,1.0785277,0.98936605,1.0183729,1.0363117,1.0587516,1.0579355,1.5238678,1.1481029,1.0769482,1.0690331,1.0389229,1.1001496,1.2118659,0.05098459,0.037825704,0.055745345,0.13909298,0.1914818,-0.012321497,-0.0002077142,0.0039456035,-0.008948517,-0.004723705,0.14601219,0.00027642015,0.17533867,0.32076973,0.18561381,-0.05230521,-0.06809837,-0.07640616,0.029603861,-0.07251666,1.1898521,1.1898521,1.1898521,1.6503373,1.7946769,0.98936605,0.98936605,0.9138301,0.9138301,0.9138301,1.1043656,1.0930233,1.0905753,1.1330886,1.3919218,1.047654,1.0444717,0.9912689,1.0280702,1.0458589,0.2,0.1,0.3,0.2,0.1,0.05304073,0.05304073,0.31218493,0.116998054,0.09782622,0.6,0.8,0.9,0.033333335,0.4,1.0,1.0,0.35,0.56666666,0.78333336,-0.4,-0.2,0.55,-0.53333336,-0.38333333,0.29423466,0.40058824,0.23504591,0.6334189,0.7128363,0.47495455,0.4236904,0.45926723,0.41091874,0.39165434,0.6,0.5,0.5,0.36666667,0.46666667,0.4,0.5,0.5,0.6333333,0.53333336,0.2,0.0,0.0,-0.26666668,-0.06666667,0.42340788,0.42224625,0.46098903,0.31326354,0.4800965,0.5765921,0.5777537,0.539011,0.68673646,0.5199035,-0.1531842,-0.15550749,-0.07802196,-0.37347296,-0.03980701,0.9087038,0.8292006,0.82074136,0.96095335,1.3495712,0.29283753,0.25322756,0.20158891,0.29449084,0.5112809,0.6593692,0.7217462,0.6921508,0.78745514,1.017324,0.60621107,0.48503244,0.5389652,0.43136474,0.4813203,0.3937889,0.51496756,0.46103477,0.5686352,0.51867974,0.21242218,-0.029935118,0.077930465,-0.1372705,-0.037359428
5,SZ000988,0.07771736677599829,0.8181818181818182,,,,,,2026-08-20,0.0010569796,0.03526476,0.02997269,0.01604691,0.45504096,0.01816087,0.51498634,0.003170939,0.08991806,0.99894416,1.01603,0.9808024,0.99936384,1.0274533,0.9887691,1.0742065,1.5262102,1.5321023,1.0403749,1.0264672,0.99534297,1.0827415,1.3094065,0.04717502,0.03620819,0.05822221,0.17627275,0.26976106,-0.021627681,0.002002458,0.0038997268,-0.012786725,-0.012515124,0.52545524,0.028036555,0.15702146,0.4078026,0.6564651,0.0028804364,-0.035478264,-0.032390393,0.10266604,0.059789658,1.0998265,1.0998265,1.0998265,1.6220106,1.8013089,0.9671739,0.9671739,0.8661013,0.8661013,0.8661013,1.0778657,1.0580009,1.0415684,1.0986029,1.5449114,0.9964872,0.9961288,0.9636821,0.9659845,1.012903,0.4,0.4,0.6,0.4,0.2,0.24745934,0.24745934,0.5728894,0.17713588,0.14317533,0.6,0.8,0.9,0.033333335,0.38333333,0.8,0.9,0.25,0.5,0.75,-0.2,-0.1,0.65,-0.46666667,-0.36666667,0.48606881,0.21819174,-0.1448087,0.15359351,0.40390497,-0.25952378,0.06902475,0.012529724,0.13863544,0.23490937,0.6,0.7,0.55,0.46666667,0.51666665,0.4,0.3,0.45,0.53333336,0.48333332,0.2,0.4,0.1,-0.06666667,0.033333335,0.42763165,0.519744,0.44799513,0.3146914,0.42288655,0.5723683,0.48025602,0.5520049,0.6853086,0.57711345,-0.14473669,0.03948798,-0.10400976,-0.37061718,-0.1542269,1.4201951,1.5608785,1.6002196,1.6882032,1.8508308,0.28933716,0.4019844,0.4925924,0.47672838,0.5165675,0.87592643,0.8811115,0.9126775,0.8990138,0.8207735,0.2761444,0.36077818,0.48467082,0.47617784,0.46086854,0.7238556,0.63922185,0.5153292,0.5238222,0.53913146,-0.44771123,-0.27844363,-0.030658366,-0.04764434,-0.07826291
6,SH601229,0.07767119110997155,1.0,,,,SH601229,上海银行,2026-08-20,0.014432999,0.017525796,0.8235289,0.0010309052,0.05882216,0.002061892,0.11764898,0.015463986,0.8823557,0.9857724,1.0010163,0.9837398,0.99505365,0.9461458,0.94508976,0.92687434,0.9097149,0.89202744,0.97529036,0.95810455,0.9550554,0.9447554,0.9294131,0.01964088,0.022506675,0.01908191,0.022071222,0.024568027,0.011879626,0.0068909833,0.0015412744,0.0019013262,0.00094814715,0.9145841,0.85931265,0.2283412,0.575125,0.45426655,0.00095036236,0.010886043,0.030302463,0.027675405,0.042616606,1.0010163,1.0010163,1.0010163,1.0010163,1.0010163,0.94326705,0.9289991,0.9260158,0.9005917,0.87518185,0.9936642,0.973284,0.96958816,0.9587117,0.9472017,0.9581309,0.94134104,0.94134104,0.926452,0.9090813,1.0,1.0,1.0,1.0,1.0,0.98240256,0.98588896,0.98645025,0.98988056,0.991924,1.0,1.0,1.0,1.0,1.0,0.2,0.1,0.1,0.06666667,0.36666667,0.8,0.9,0.9,0.93333334,0.6333333,0.5080567,0.8075003,0.6953639,0.5626607,0.6679738,0.78105366,0.54655993,0.3786581,0.30627248,0.37751925,1.0,0.8,0.75,0.6666667,0.5833333,0.0,0.2,0.25,0.33333334,0.38333333,1.0,0.6,0.5,0.33333334,0.2,1.0,0.8376624,0.69370633,0.6563072,0.59020734,0.0,0.1623376,0.30629364,0.3436928,0.40979266,1.0,0.6753248,0.38741273,0.3126144,0.18041469,1.0841565,0.8578758,0.8840175,0.8604051,0.74390346,0.3335608,0.32941356,0.27641743,0.24743992,0.22338723,1.0690888,1.2870842,1.0290563,0.95930916,0.9209697,0.59327245,0.5813793,0.5302739,0.53790545,0.5180123,0.40672752,0.41862074,0.4697261,0.46209452,0.48198768,0.18654492,0.16275854,0.060547806,0.075810954,0.036024626
7,SZ002384,0.07722924625421514,0.8181818181818182,,,,,,2026-08-20,-0.011650029,0.039049987,-0.2983363,0.009049933,0.23175254,0.018350024,0.46991116,-0.0023499378,-0.060177684,1.0117873,1.020944,0.9814337,1.002158,1.0224636,0.94946194,1.0454276,1.3220025,1.1300179,1.0435982,1.0162503,0.9718431,1.0501591,1.1242375,0.047047358,0.047635403,0.0784217,0.14212681,0.14702246,-0.01800957,0.007817002,0.0062617837,-0.009460018,-0.0040087067,0.3663331,0.24684945,0.22314735,0.34334728,0.22674677,-0.0075790477,-0.051426746,-0.03133007,0.087011136,-0.005980635,1.1122086,1.1122086,1.1122086,1.4169071,1.4169071,0.9814337,0.90479404,0.81853664,0.81853664,0.81853664,1.0855871,1.0467739,1.0255792,1.1743821,1.268158,0.99942356,0.9864418,0.9088006,0.94770193,0.9952658,0.4,0.5,0.65,0.43333334,0.23333333,0.14197159,0.45901296,0.6179118,0.30326262,0.30326262,0.4,0.7,0.85,0.13333334,0.56666666,1.0,0.2,0.25,0.5,0.75,-0.6,0.5,0.6,-0.36666667,-0.18333334,0.16776113,-0.577303,-0.5708481,0.23374031,-0.055542234,-0.14301647,-0.08655412,0.21173485,0.2294923,0.10343711,0.6,0.7,0.55,0.5,0.51666665,0.4,0.3,0.45,0.5,0.48333332,0.2,0.4,0.1,0.0,0.033333335,0.4394708,0.5715933,0.47580603,0.40384737,0.4815066,0.56052923,0.42840675,0.52419394,0.5961526,0.5184934,-0.12105843,0.14318651,-0.048387934,-0.19230524,-0.036986835,1.1837573,1.4696988,1.6679298,1.8686143,1.7529801,0.19673793,0.35713905,0.44505823,0.5013632,0.45087215,1.0230134,0.7112086,0.67035866,0.63981116,0.6677698,0.34644482,0.3846872,0.42195377,0.45261282,0.48420125,0.65355515,0.6153128,0.57804626,0.5473872,0.51579875,-0.30711034,-0.23062563,-0.15609248,-0.09477434,-0.031597473
8,SZ301308,0.07611720221440914,0.6363636363636364,,,,,,2026-08-20,-0.015558461,0.027973985,-0.55617607,0.0039739837,0.14205998,0.00844154,0.30176398,-0.011090904,-0.39647207,1.0158044,1.0198412,0.99142504,1.0042692,1.0474753,0.96655387,0.99167097,1.6358407,1.4524727,1.0532118,1.0616632,0.9894508,1.0605406,1.3007566,0.050062418,0.041647628,0.08705801,0.16678934,0.2962186,-0.025109304,-0.004881769,0.010080746,-0.008752365,-0.011228657,0.628906,0.12594628,0.46928427,0.21341059,0.438259,-0.0029932503,-0.039695233,-0.08521789,0.06636877,0.030488841,1.1186403,1.1662043,1.1662043,1.70205,1.9785372,0.9857271,0.9541585,0.8126585,0.8126585,0.8126585,1.091265,1.0948153,1.0876992,1.107569,1.5742582,0.9999844,1.0160333,0.8924154,0.953368,0.9986101,0.4,0.2,0.6,0.46666667,0.23333333,0.10738546,0.21618696,0.5298932,0.21064009,0.16068697,0.6,0.3,0.65,0.033333335,0.4,0.8,0.1,0.2,0.46666667,0.73333335,-0.2,0.2,0.45,-0.43333334,-0.33333334,0.6380212,0.5146499,0.07449545,-0.060843304,0.07576234,0.024122972,0.27016136,0.26598752,0.14021842,0.2694508,0.6,0.6,0.6,0.46666667,0.55,0.4,0.4,0.4,0.53333336,0.45,0.2,0.2,0.2,-0.06666667,0.1,0.35619664,0.5472183,0.50565135,0.3138005,0.4413875,0.64380336,0.45278165,0.49434868,0.6861995,0.5586125,-0.2876067,0.09443668,0.011302672,-0.372399,-0.11722502,1.6565741,2.0620923,2.043423,2.0313308,1.9798139,0.4461389,0.5814303,0.530779,0.4730622,0.46506962,0.99106646,0.85769594,0.8733989,0.82991195,0.81985825,0.28017846,0.39847147,0.46383193,0.46092674,0.46978456,0.7198216,0.6015285,0.5361681,0.5390732,0.53021544,-0.43964309,-0.20305707,-0.07233617,-0.07814649,-0.0604309
9,SH600118,0.0725370854469401,0.6363636363636364,,,,SH600118,中国卫星,2026-08-20,-0.055205293,0.06397049,-0.86298066,0.008611425,0.13461559,0.0001537687,0.0024037445,-0.06366295,-0.9951925,1.058431,1.0675457,0.9998372,1.0270352,1.0758401,1.0633073,0.9938153,1.3318064,1.334409,1.0860968,1.0850385,1.0270636,1.0700011,1.1762766,0.050358593,0.04197463,0.07481437,0.14357702,0.15381859,-0.01977394,-0.0037965328,0.009719804,-0.0051594856,-0.005837191,0.3854599,0.07499149,0.59076256,0.100079395,0.4392279,-0.046548933,-0.06795409,-0.11940175,0.004811463,-0.0040794653,1.1845673,1.1845673,1.1845673,1.6110551,1.6110551,0.9998372,0.9998372,0.8911061,0.8903098,0.8903098,1.1212213,1.1212213,1.1026016,1.1234647,1.3265339,1.0703064,1.0605434,0.9425106,0.9696313,1.005209,0.2,0.1,0.4,0.4,0.2,0.0008810344,0.0008810344,0.37106732,0.15218993,0.15218993,0.8,0.9,0.95,0.06666667,0.53333336,1.0,1.0,0.25,0.26666668,0.6333333,-0.2,-0.1,0.7,-0.2,-0.1,-0.45139927,-0.33293563,0.40435126,0.47220355,0.4351246,0.12521142,-0.08367573,0.035856448,0.08767327,0.2953248,0.6,0.7,0.65,0.56666666,0.48333332,0.4,0.3,0.35,0.43333334,0.51666665,0.2,0.4,0.3,0.13333334,-0.033333335,0.2772607,0.413368,0.50440824,0.38578057,0.43587646,0.7227393,0.586632,0.49559173,0.6142194,0.5641236,-0.4454786,-0.17326403,0.008816528,-0.22843887,-0.12824708,0.7493595,0.7396592,0.6266807,0.7486861,0.76397735,0.42406043,0.30275345,0.24861397,0.38645113,0.3240834,1.3137038,1.1083584,0.9846822,0.95262873,1.0116031,0.6547833,0.56896317,0.56480974,0.52193934,0.5147112,0.3452167,0.43103686,0.4351903,0.4780607,0.4852888,0.30956665,0.13792631,0.12961942,0.043878622,0.029422374
