,datetime,instrument,score,exp_name,rid,weight,real_label,error,abs_error
0,2026-08-25,SH600000,0.0029472108026565498,EXP_CatBoostModel_Alpha158_csi300_custom_step0_s_20260825_15,f51509b4deb64aca9860afc33224c954,0.097,,,
1,2026-08-25,SH601100,0.043825358152389526,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260825_13,1c94a535342f49bfb12c8b3c4abd037a,0.132,,,
2,2026-08-25,SH601111,-0.033673521131277084,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260825_13,1c94a535342f49bfb12c8b3c4abd037a,0.132,,,
3,2026-08-25,SH601117,0.028221923857927322,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260825_13,1c94a535342f49bfb12c8b3c4abd037a,0.132,,,
4,2026-08-25,SH601127,-0.11911386996507645,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260825_13,1c94a535342f49bfb12c8b3c4abd037a,0.132,,,
5,2026-08-25,SH601136,-0.08747972548007965,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260825_13,1c94a535342f49bfb12c8b3c4abd037a,0.132,,,
6,2026-08-25,SH601138,-0.03845825418829918,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260825_13,1c94a535342f49bfb12c8b3c4abd037a,0.132,,,
7,2026-08-25,SH601166,-0.007934763096272945,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260825_13,1c94a535342f49bfb12c8b3c4abd037a,0.132,,,
8,2026-08-25,SH601169,0.057735949754714966,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260825_13,1c94a535342f49bfb12c8b3c4abd037a,0.132,,,
9,2026-08-25,SH601186,0.013722721487283707,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260825_13,1c94a535342f49bfb12c8b3c4abd037a,0.132,,,
10,2026-08-25,SH601211,-0.033762648701667786,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260825_13,1c94a535342f49bfb12c8b3c4abd037a,0.132,,,
11,2026-08-25,SH601225,-0.016179148107767105,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260825_13,1c94a535342f49bfb12c8b3c4abd037a,0.132,,,
12,2026-08-25,SH601229,0.045149292796850204,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260825_13,1c94a535342f49bfb12c8b3c4abd037a,0.132,,,
13,2026-08-25,SH601238,-0.07021249830722809,EXP_LinearModel_Alpha158_csi300_custom_step0_s_20260825_13,1c94a535342f49bfb12c8b3c4abd037a,0.132,,,
