,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,KMID,KLEN,KMID2,KUP,KUP2,KLOW,KLOW2,KSFT,KSFT2,OPEN0,HIGH0,LOW0,VWAP0,ROC5,ROC10,ROC20,ROC30,ROC60,MA5,MA10,MA20,MA30,MA60,STD5,STD10,STD20,STD30,STD60,BETA5,BETA10,BETA20,BETA30,BETA60,RSQR5,RSQR10,RSQR20,RSQR30,RSQR60,RESI5,RESI10,RESI20,RESI30,RESI60,MAX5,MAX10,MAX20,MAX30,MAX60,MIN5,MIN10,MIN20,MIN30,MIN60,QTLU5,QTLU10,QTLU20,QTLU30,QTLU60,QTLD5,QTLD10,QTLD20,QTLD30,QTLD60,RANK5,RANK10,RANK20,RANK30,RANK60,RSV5,RSV10,RSV20,RSV30,RSV60,IMAX5,IMAX10,IMAX20,IMAX30,IMAX60,IMIN5,IMIN10,IMIN20,IMIN30,IMIN60,IMXD5,IMXD10,IMXD20,IMXD30,IMXD60,CORR5,CORR10,CORR20,CORR30,CORR60,CORD5,CORD10,CORD20,CORD30,CORD60,CNTP5,CNTP10,CNTP20,CNTP30,CNTP60,CNTN5,CNTN10,CNTN20,CNTN30,CNTN60,CNTD5,CNTD10,CNTD20,CNTD30,CNTD60,SUMP5,SUMP10,SUMP20,SUMP30,SUMP60,SUMN5,SUMN10,SUMN20,SUMN30,SUMN60,SUMD5,SUMD10,SUMD20,SUMD30,SUMD60,VMA5,VMA10,VMA20,VMA30,VMA60,VSTD5,VSTD10,VSTD20,VSTD30,VSTD60,WVMA5,WVMA10,WVMA20,WVMA30,WVMA60,VSUMP5,VSUMP10,VSUMP20,VSUMP30,VSUMP60,VSUMN5,VSUMN10,VSUMN20,VSUMN30,VSUMN60,VSUMD5,VSUMD10,VSUMD20,VSUMD30,VSUMD60
0,SH601916,0.08789211056843975,0.9375,,,,SH601916,浙商银行,2026-06-04,-0.0032573033,0.016286656,-0.19999829,0.0065146764,0.40000084,0.0065146764,0.40000084,-0.0032573033,-0.19999829,1.003268,1.0098039,0.99346405,1.0018429,0.9669811,0.9716981,0.985849,0.9787736,0.985849,0.99622643,0.9823113,0.9806604,0.9775157,0.98431605,0.009809741,0.016082773,0.011569398,0.010918033,0.017028522,0.0042452863,0.0046455152,0.0007022278,0.0006474704,-0.00042628488,0.4682081,0.76481664,0.12894441,0.27255413,0.19113748,-0.004716985,-0.003216126,0.012668474,0.013095973,0.028259378,1.0098039,1.0098039,1.0098039,1.0098039,1.0277518,0.9657233,0.9657233,0.9657233,0.9637143,0.95664066,1.0004717,1.0,0.98679245,0.9834905,1.0037736,0.9957547,0.9688679,0.9693396,0.9688679,0.9693396,0.6,0.8,0.9,0.93333334,0.7583333,0.7775913,0.7775913,0.7775913,0.7872859,0.6097399,1.0,1.0,1.0,1.0,0.11666667,0.2,0.6,0.8,0.16666667,0.35,0.8,0.4,0.2,0.8333333,-0.23333333,0.382754,0.8828707,0.7842055,0.7404481,0.63291425,0.67311597,0.57648623,0.51234925,0.45937517,-0.033741657,0.6,0.3,0.2,0.26666668,0.3,0.2,0.3,0.4,0.36666667,0.41666666,0.4,0.0,-0.2,-0.1,-0.11666667,0.9375,0.8333333,0.6,0.6,0.5214286,0.0625,0.16666667,0.4,0.4,0.47857141,0.875,0.6666667,0.2,0.2,0.042857144,1.1996325,0.86446214,0.7438026,0.70050156,0.86138076,0.2035789,0.3849294,0.30434802,0.27626932,0.39889762,1.3133793,1.9073462,2.0687737,1.9568944,2.1098213,0.6732467,0.55371964,0.5032831,0.53553206,0.50334346,0.3267533,0.4462804,0.49671692,0.46446794,0.4966565,0.34649342,0.10743924,0.0065661916,0.07106414,0.006686958
1,SZ000333,0.06361923236923103,1.0,,,,SZ000333,美的集团,2026-06-04,0.004509481,0.020475373,0.22023925,0.01291895,0.6309507,0.003046942,0.14881007,-0.0053625274,-0.26190132,0.99551076,1.012861,0.9924775,1.0053853,0.95790213,0.9888356,0.9683352,0.9655387,0.92841005,0.9953363,0.98131305,0.98371047,0.97972405,0.9523956,0.009230315,0.016533846,0.014025289,0.0135684,0.031895626,0.0049153618,0.004486496,0.00045479776,0.00072855985,0.0015386454,0.7089538,0.67496026,0.03680282,0.22344717,0.70976496,-0.005167033,-0.0015022613,0.011968954,0.0097118355,0.002214342,1.012861,1.012861,1.012861,1.012861,1.012861,0.9524287,0.9524287,0.9524287,0.9524287,0.8707783,1.0021985,1.0004345,1.0003657,0.99153304,0.98130655,0.98920125,0.9677028,0.9715877,0.96796954,0.926345,0.6,0.8,0.8,0.8666667,0.93333334,0.78718394,0.78718394,0.78718394,0.78718394,0.9094826,1.0,1.0,1.0,1.0,1.0,0.2,0.6,0.8,0.8666667,0.26666668,0.8,0.4,0.2,0.13333334,0.73333335,-0.9522081,0.09430417,0.24875636,0.3791849,0.2868788,0.6049184,0.45841628,0.3962465,0.3986524,0.109724104,0.8,0.5,0.6,0.5,0.51666665,0.2,0.5,0.35,0.46666667,0.46666667,0.6,0.0,0.25,0.033333335,0.05,0.95071393,0.562515,0.5940935,0.57736146,0.5680684,0.049286094,0.43748495,0.4059065,0.42263857,0.43193164,0.9014278,0.12503009,0.18818697,0.15472288,0.13613673,1.2670279,1.1604649,1.3082135,1.2743819,1.1802807,0.36546922,0.28132042,0.28667498,0.2757331,0.38049537,1.1589371,1.0265912,0.92818606,0.9389568,1.7522993,0.5020749,0.434406,0.44182473,0.48906597,0.5046068,0.4979251,0.56559396,0.55817527,0.510934,0.49539325,0.004149773,-0.13118796,-0.11635052,-0.021868045,0.009213509
2,SH600919,0.0560653015941837,0.9375,,,,SH600919,江苏银行,2026-06-04,-0.007943539,0.02118277,-0.375,0.007943539,0.375,0.0052956925,0.25,-0.010591385,-0.5,1.0080072,1.0160143,0.9946619,1.0033456,0.99202126,1.0047873,0.99734044,0.9803192,0.93882984,1.0097873,0.99984044,0.99949473,1.0001419,0.9801419,0.009000232,0.0123607265,0.0101078255,0.00924046,0.023208303,-0.001542567,0.0028658938,0.00025475884,3.0767016e-05,0.0011096463,0.07343797,0.49276924,0.022233669,0.00085918215,0.6972398,-0.006702131,-0.012736965,-0.0019149142,-0.0005879892,-0.012876435,1.0278538,1.0278538,1.0278538,1.0278538,1.0278538,0.98787767,0.97422725,0.97422725,0.97422725,0.91891104,1.0153192,1.008617,1.0057447,1.0057447,1.0018085,1.0038298,0.99170214,0.99202126,0.99202126,0.96170217,0.2,0.6,0.6,0.55,0.775,0.30323845,0.4805962,0.4805962,0.4805962,0.74432594,0.6,0.8,0.9,0.93333334,0.96666664,0.2,0.4,0.7,0.8,0.05,0.4,0.4,0.2,0.13333334,0.9166667,0.3690712,0.33121622,0.24063969,0.2052512,-0.0026991854,0.6356888,0.23010856,0.44874954,0.33303452,0.09289126,0.6,0.5,0.45,0.46666667,0.46666667,0.4,0.4,0.5,0.5,0.46666667,0.2,0.1,-0.05,-0.033333335,0.0,0.5728156,0.47305366,0.5082507,0.54233396,0.5646794,0.42718443,0.5269463,0.49174926,0.45766604,0.43532065,0.14563115,-0.053892665,0.016501468,0.084667906,0.12935872,1.2849593,1.2368164,1.1200405,1.0929155,1.0885409,0.2562707,0.19729313,0.21390149,0.23394075,0.29428104,0.34283033,0.6017317,0.66893697,0.65415424,1.2807821,0.3579686,0.3734374,0.51876956,0.47222245,0.49876916,0.64203143,0.6265626,0.48123044,0.52777755,0.50123084,-0.28406283,-0.2531252,0.037539136,-0.055555116,-0.0024616944
3,SH601988,0.05519591692118952,1.0,,,,SH601988,中国银行,2026-06-04,-0.008403369,0.018487366,-0.4545466,0.006722742,0.36363983,0.0033612538,0.18181355,-0.011764858,-0.63637286,1.0084746,1.0152543,0.9966103,1.0052278,0.98426235,0.98295087,0.9639345,1.0,0.9134427,1.0034099,0.9986886,0.9863935,0.9846339,0.9682514,0.007351874,0.008374739,0.0151633285,0.014122579,0.029426277,0.001770488,0.0013353201,0.0022566235,0.000773025,0.001300598,0.14498727,0.2330449,0.7751704,0.23219919,0.5958204,-0.006950837,-0.0046974965,-0.007831409,0.004157208,-0.0066190553,1.0253619,1.0253619,1.0253619,1.0253619,1.0253619,0.9758452,0.9673743,0.95075965,0.95075965,0.8980304,1.0086558,1.0052459,1.0002623,1.0,0.9927869,0.9985574,0.9925246,0.97180337,0.97180337,0.9396722,0.4,0.55,0.775,0.81666666,0.8833333,0.48781118,0.56263244,0.66003835,0.66003835,0.80081993,0.6,0.8,0.9,0.93333334,0.96666664,0.2,0.1,0.1,0.4,0.05,0.4,0.7,0.8,0.53333336,0.9166667,0.046668787,0.043240096,0.5507745,0.36721864,0.07878142,0.6094463,0.29123554,0.52754474,0.4149178,0.42772868,0.6,0.6,0.55,0.43333334,0.48333332,0.4,0.4,0.35,0.5,0.43333334,0.2,0.2,0.2,-0.06666667,0.05,0.6999993,0.61403495,0.62331825,0.5,0.59166664,0.30000076,0.38596508,0.37668175,0.5,0.40833333,0.3999985,0.22806987,0.2466365,0.0,0.18333332,1.4696372,1.4536462,1.3439828,1.2307564,1.314866,0.31280673,0.22849672,0.2676942,0.297475,0.42920446,0.43242928,0.45290825,0.75375414,0.76818746,1.3995508,0.38216382,0.36380187,0.50734425,0.4767138,0.49951205,0.6178362,0.6361981,0.49265578,0.5232862,0.500488,-0.23567234,-0.27239624,0.014688434,-0.046572395,-0.0009759288
4,SH601398,0.051285655326439854,0.875,,,,SH601398,工商银行,2026-06-04,-0.009588964,0.01643832,-0.5833299,0.005479468,0.33333504,0.001369888,0.083335035,-0.013698544,-0.8333299,1.0096818,1.0152143,0.9986169,1.0054605,0.9734704,0.98917156,0.9989171,1.023281,0.96101785,1.0060638,0.9966432,0.9990254,1.0039523,1.0009023,0.0069483244,0.012306089,0.010750592,0.012876169,0.017679563,5.4152384e-05,0.0023034902,-0.00036881698,-0.000890721,0.00022390872,0.00015185006,0.32117677,0.04119316,0.37086147,0.048921395,-0.0061721522,-0.007008868,0.0044783517,0.008963138,-0.007507631,1.024841,1.024841,1.024841,1.0378864,1.0419321,0.9665715,0.9665715,0.9665715,0.9665715,0.94910973,1.0108284,1.0075798,1.0097455,1.0151597,1.0151597,0.99967515,0.990471,0.99133724,0.9929615,0.98917156,0.4,0.7,0.525,0.41666666,0.475,0.57368773,0.57368773,0.57368773,0.4687447,0.54825467,0.6,0.8,0.9,0.033333335,0.3,0.2,0.6,0.8,0.8666667,0.033333335,0.4,0.2,0.1,-0.8333333,0.26666668,0.13741049,0.27135408,0.3139538,-0.16804428,-0.054588504,0.8880095,0.40002304,0.17831068,-0.008558959,0.065290146,0.6,0.5,0.55,0.5,0.53333336,0.4,0.5,0.45,0.46666667,0.43333334,0.2,0.0,0.1,0.033333335,0.1,0.7333338,0.5657897,0.5033558,0.4491727,0.5379747,0.26666617,0.43421027,0.49664417,0.55082726,0.46202525,0.46666765,0.13157943,0.0067116558,-0.101654574,0.07594948,1.442031,1.2933493,1.337373,1.3147672,1.4142113,0.35273117,0.30677864,0.25880295,0.27800596,0.38559228,0.9449886,1.1079755,0.91922617,0.88970006,1.0639446,0.38029996,0.43082497,0.41964167,0.48529622,0.49796885,0.6197,0.56917506,0.5803583,0.51470375,0.50203115,-0.23940006,-0.1383501,-0.16071668,-0.029407531,-0.0040623103
5,SH600905,0.04993001721785046,0.8125,,,,SH600905,三峡能源,2026-06-04,0.007025832,0.02341927,0.30000216,0.011709585,0.49999785,0.004683854,0.2,1.0078657e-07,4.3035743e-06,0.99302316,1.0116279,0.988372,1.0019581,0.9648351,0.9516483,0.96043956,0.9516483,0.99340653,0.9986813,0.97780216,0.9731868,0.9674725,0.9807692,0.017486017,0.025175279,0.0197558,0.018127227,0.031196319,0.0035165004,0.0068598143,0.0012823255,0.001137283,-0.0009270586,0.101106614,0.6805932,0.14746039,0.30505353,0.26934412,-0.005714282,-0.008671308,0.014631136,0.016036911,0.04657904,1.0314215,1.0314215,1.0314215,1.0314215,1.0871457,0.9597807,0.9462359,0.9462359,0.9462359,0.9462359,1.0074725,1.0008792,0.9925274,0.978022,1.0092307,0.9925274,0.9560439,0.9560439,0.95384616,0.95384616,0.6,0.8,0.9,0.93333334,0.71666664,0.5614024,0.6311408,0.6311408,0.6311408,0.38154972,0.4,0.7,0.85,0.9,0.21666667,0.2,0.5,0.75,0.8333333,0.9166667,0.2,0.2,0.1,0.06666667,-0.7,0.63358605,0.885726,0.848383,0.85905844,0.8822115,0.9360528,0.81816006,0.7648801,0.6858221,0.5550242,0.6,0.6,0.6,0.53333336,0.43333334,0.4,0.4,0.4,0.4,0.45,0.2,0.2,0.2,0.13333334,-0.016666668,0.7222225,0.7200001,0.58823526,0.5887097,0.5056605,0.2777775,0.27999994,0.41176477,0.41129032,0.49433956,0.444445,0.44000015,0.17647049,0.17741936,0.011320907,1.5264554,1.0605038,0.97115976,0.8480721,1.0375751,0.63942266,0.6647355,0.4836581,0.43965805,0.6177392,1.5849705,2.03077,1.8626895,2.095672,1.6208768,0.50720257,0.5376463,0.5151716,0.5418078,0.50465035,0.4927974,0.4623537,0.48482844,0.45819223,0.49534968,0.014405166,0.07529256,0.030343119,0.08361553,0.00930066
6,SH600900,0.049474247423076705,0.8125,,,,SH600900,长江电力,2026-06-04,-0.0039526694,0.012576422,-0.31429207,0.0046711946,0.37142476,0.0039525577,0.31428316,-0.004671306,-0.37143365,1.0039684,1.008658,0.99603176,1.0022649,0.9819221,0.9617508,0.9758325,0.9682208,0.9790676,1.0035205,0.9881542,0.98058045,0.9777672,0.97501117,0.0036893575,0.01814977,0.015167584,0.013659775,0.013805654,0.00021884665,0.005508748,0.0017402692,0.00091824203,8.930448e-05,0.008796671,0.8444519,0.46075293,0.3502103,0.012762401,-0.0039581712,-0.012943541,0.0028870066,0.008918249,0.022354372,1.0155127,1.0155127,1.0155127,1.0155127,1.0155127,0.9768773,0.9559707,0.9559707,0.9559707,0.9465989,1.0066034,1.0026642,1.0002093,0.98355854,0.9845671,1.0008373,0.97568035,0.9703331,0.96688867,0.9620552,0.2,0.6,0.8,0.8666667,0.93333334,0.5984847,0.7394659,0.7394659,0.7394659,0.7748968,0.6,0.8,0.9,0.93333334,0.96666664,0.2,0.1,0.55,0.7,0.41666666,0.4,0.7,0.35,0.23333333,0.55,-0.09393402,0.4449637,0.39662957,0.54032993,0.4753884,0.87907815,0.8596313,0.7707888,0.79155856,0.362869,0.6,0.6,0.5,0.5,0.46666667,0.4,0.4,0.5,0.5,0.5,0.2,0.2,0.0,0.0,-0.033333335,0.7553756,0.7973377,0.6061874,0.58771014,0.5313926,0.24462436,0.20266229,0.3938126,0.4122899,0.46860743,0.5107513,0.5946754,0.21237484,0.17542025,0.06278516,1.5549803,1.4224616,1.375631,1.2714357,1.1523255,0.5402055,0.45144907,0.37613922,0.42407617,0.4045676,1.4159282,1.3745214,1.3198128,1.3311696,1.3267798,0.43956122,0.46271852,0.49268946,0.49607444,0.49989647,0.56043875,0.53728145,0.5073105,0.50392556,0.50010353,-0.120877564,-0.07456294,-0.014621074,-0.007851124,-0.00020707728
7,SH601818,0.04849334543535737,0.6875,,,,SH601818,光大银行,2026-06-04,-0.006430907,0.012861746,-0.5000026,0.0032154196,0.24999869,0.0032154196,0.24999869,-0.006430907,-0.5000026,1.0064726,1.0097088,0.99676377,1.0030301,0.99375,1.0078125,1.0109375,1.0296875,1.05,1.010625,1.005625,1.0089843,1.013177,1.0317448,0.00844329,0.008274539,0.007932875,0.010065144,0.023770574,-0.0015625004,0.0010037894,-0.00050869386,-0.0008074945,-0.0012231264,0.08561637,0.13489906,0.14391954,0.49881658,0.8075384,-0.007500005,-0.010142052,-0.0041517876,-0.0014684182,0.004337428,1.0235516,1.0235516,1.0237819,1.0361636,1.0878378,0.99172384,0.99172384,0.99172384,0.99172384,0.99172384,1.0178125,1.0121875,1.0171875,1.0209376,1.054375,1.00375,1.0,1.0,1.0046875,1.0109375,0.2,0.3,0.175,0.11666667,0.058333334,0.26003012,0.26003012,0.25816166,0.18623374,0.0861079,0.6,0.8,0.45,0.033333335,0.083333336,0.2,0.6,0.8,0.8666667,0.93333334,0.4,0.2,-0.35,-0.8333333,-0.85,0.5323712,0.6303271,0.30821684,-0.08445865,0.53617513,0.55357176,0.47742915,0.2979042,0.05437039,-0.15194835,0.6,0.3,0.35,0.3,0.31666666,0.4,0.5,0.45,0.43333334,0.45,0.2,-0.2,-0.1,-0.13333334,-0.13333334,0.56666684,0.4358972,0.45333332,0.4000001,0.4333334,0.4333332,0.56410277,0.5466667,0.5999999,0.5666666,0.13333362,-0.12820558,-0.09333336,-0.19999981,-0.1333332,1.0978447,0.878115,0.88377845,0.8678626,1.0899934,0.11320376,0.24730441,0.2663634,0.25534797,0.48652053,0.39275223,0.86833525,0.8070399,0.97387594,1.6077431,0.64910203,0.58993083,0.5098528,0.5236035,0.49872443,0.35089797,0.41006914,0.49014717,0.4763965,0.50127554,0.29820403,0.17986171,0.019705653,0.04720702,-0.0025511354
8,SH600018,0.04847806469166524,0.8125,,,,SH600018,上港集团,2026-06-04,-0.011857707,0.021739112,-0.545455,0.007905103,0.36363503,0.0019763021,0.09090997,-0.017786508,-0.81818,1.012,1.02,0.99799997,1.0065346,1.0047337,1.0189348,1.0118343,0.9786982,1.0260354,1.0194082,1.016568,1.0195266,1.0095463,1.0119921,0.012344027,0.00996395,0.008301788,0.017566685,0.01733056,-0.006627199,-0.0004733666,-0.0005498945,0.0012921648,-0.00016066243,0.7205868,0.020689195,0.15356195,0.41933194,0.02621219,-0.006153848,-0.014437852,-0.0143025825,-0.0282827,-0.007252525,1.0384063,1.0384063,1.0384063,1.0384063,1.046693,0.99799997,0.99799997,0.99799997,0.9718825,0.9718825,1.0284023,1.0265088,1.0265088,1.0229585,1.0265088,1.0113609,1.007574,1.0137278,0.98698217,0.99881655,0.2,0.1,0.05,0.28333333,0.275,0.049497694,0.049497694,0.049497694,0.42266807,0.3758496,0.6,0.8,0.9,0.93333334,0.083333336,1.0,1.0,1.0,0.2,0.6,-0.4,-0.2,-0.1,0.73333335,-0.51666665,0.22422029,0.33611292,0.3080878,0.6825279,0.44160122,0.76188856,0.58775944,0.58513474,0.3935282,-0.046001192,0.4,0.3,0.3,0.4,0.36666667,0.4,0.5,0.55,0.46666667,0.55,0.0,-0.2,-0.25,-0.06666667,-0.18333334,0.45454547,0.37096766,0.45689675,0.55172426,0.47089955,0.54545456,0.6290324,0.5431033,0.44827572,0.5291005,-0.09090909,-0.25806472,-0.08620651,0.10344856,-0.058200903,1.0470021,0.87331843,0.88436425,0.8295878,0.861379,0.06628318,0.19250168,0.16271222,0.25320163,0.27163184,0.90002024,1.1389707,1.066763,1.0539086,1.1516277,0.71577734,0.57450837,0.5260328,0.47499645,0.50287944,0.28422263,0.42549163,0.47396722,0.52500355,0.49712056,0.4315547,0.14901672,0.052065577,-0.050007112,0.0057589086
9,SH601985,0.04428641830051642,0.8125,,,,SH601985,中国核电,2026-06-04,0.0032538762,0.01843812,0.1764755,0.013015094,0.70587975,0.002169148,0.117644764,-0.00759207,-0.41175947,0.9967567,1.0129728,0.9945946,1.0059093,0.9560245,0.944591,0.97977126,0.948109,0.95514506,0.9948988,0.97080034,0.9770448,0.97613597,0.97102016,0.010670693,0.026640661,0.022499068,0.018712461,0.02031981,0.0053649954,0.008251376,-0.00030154575,4.1872023e-05,8.438293e-05,0.6319657,0.87937516,0.0062870276,0.00038805013,0.0052598068,-0.0056288,-0.0079315035,0.02581987,0.023256866,0.02649052,1.0129728,1.0129728,1.0129728,1.0129728,1.0206887,0.95011026,0.9365452,0.9365452,0.9365452,0.93438226,1.0014071,1.0001758,0.99841684,0.994547,0.9903254,0.98979765,0.9456464,0.94635004,0.9616534,0.9479331,0.6,0.8,0.9,0.93333334,0.94166666,0.7936313,0.83025944,0.83025944,0.83025944,0.7602888,1.0,1.0,1.0,1.0,0.21666667,0.2,0.1,0.55,0.7,0.4,0.8,0.9,0.45,0.3,-0.18333334,0.081203684,0.8729675,0.5562753,0.5016357,0.608104,0.90206134,0.66179657,0.3202483,0.4012711,0.46859494,0.6,0.5,0.55,0.53333336,0.5,0.4,0.4,0.4,0.4,0.46666667,0.2,0.1,0.15,0.13333334,0.033333335,0.9310355,0.870588,0.5485233,0.58858865,0.53990614,0.06896448,0.129412,0.45147666,0.41141135,0.46009383,0.86207104,0.741176,0.09704667,0.17717731,0.079812326,1.2706517,0.97721165,0.9272151,0.92691034,1.0265925,0.20585217,0.34769726,0.2614255,0.2267838,0.45728844,0.8302558,1.1032324,0.9503306,0.90550596,1.0300559,0.57028633,0.46969414,0.50547904,0.517916,0.5020758,0.42971364,0.53030586,0.49452096,0.48208395,0.49792424,0.14057271,-0.06061171,0.010958048,0.03583209,0.004151527
