,Unnamed: 0,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,n1close,n2high
0,0,SZ000001,0.0521767408915583,0.75,0.0017225742,0.05045416665754951,0.05045416665754951,SZ000001,平安银行,2026-07-29,1.4291615,1.4316231
1,1,SH601229,0.0494796903711955,1.0,-0.014626205,0.06410589533869428,0.06410589533869428,SH601229,上海银行,2026-07-29,0.2170522,0.21590842
2,2,SZ001965,0.0486225871106788,1.0,-0.021052659,0.06967524566857064,0.06967524566857064,SZ001965,招商公路,2026-07-29,0.14500865,0.14838645
3,3,SH600919,0.0467256416422806,1.0,0.000991106,0.04573453560895541,0.04573453560895541,SH600919,江苏银行,2026-07-29,0.42252198,0.42300206
4,4,SH600941,0.0458325395718274,1.0,-0.013094366,0.058926905168598644,0.058926905168598644,SH600941,中国移动,2026-07-29,0.04515409,0.044602893
5,5,SH600000,0.0450277276966728,0.75,-0.020622194,0.06564992150999677,0.06564992150999677,SH600000,浦发银行,2026-07-29,4.485459,4.4298005
6,6,SH601988,0.0447563900021745,1.0,-0.012962937,0.057719327357216,0.057719327357216,SH601988,中国银行,2026-07-29,2.9756596,2.9372838
7,7,SH601169,0.0442827788317022,1.0,0.0018409491,0.04244182977316949,0.04244182977316949,SH601169,北京银行,2026-07-29,0.27525532,0.27574044
8,8,SH600050,0.0370415028359297,1.0,-0.004784763,0.04182626569527418,0.04182626569527418,SH600050,中国联通,2026-07-29,1.8939599,1.888516
9,9,SZ000651,0.0368468720851058,1.0,-0.004003167,0.040850039237510585,0.040850039237510585,SZ000651,格力电器,2026-07-29,528.20074,526.0861
10,10,SH601328,0.0367545876468917,0.75,-0.019098878,0.055853465553691015,0.055853465553691015,SH601328,交通银行,2026-07-29,0.31117508,0.3056654
11,11,SH601818,0.036648935438953,1.0,-0.0059171915,0.04256612694438513,0.04256612694438513,SH601818,光大银行,2026-07-29,1.0694009,1.0668049
12,12,SH600015,0.0366348829778561,1.0,-0.008554518,0.04518940120066494,0.04518940120066494,SH600015,华夏银行,2026-07-29,5.7832475,5.7336607
13,13,SH601658,0.036514383938806,1.0,-0.0068965554,0.043410939362542575,0.043410939362542575,SH601658,邮储银行,2026-07-29,0.3199483,0.3179871
14,14,SH600036,0.0343915706562425,0.75,-0.022919953,0.057311523525657784,0.057311523525657784,SH600036,招商银行,2026-07-29,15.828778,15.680916
15,15,SH601018,0.0338724323972984,1.0,0.0,0.0338724323972984,0.0338724323972984,SH601018,宁波港,2026-07-29,0.56366926,0.56528896
16,16,SH601166,0.0331052747263889,0.75,-0.010406733,0.043512007285593,0.043512007285593,SH601166,兴业银行,2026-07-29,1.3916047,1.3837707
17,17,SH601186,0.0325735456270159,1.0,0.005071044,0.027502501658815216,0.027502501658815216,SH601186,中国铁建,2026-07-29,0.11246754,0.11325577
18,18,SH601838,0.0319315091097272,1.0,-0.011115134,0.04304664287208682,0.04304664287208682,SH601838,成都银行,2026-07-29,0.40998158,0.40656504
19,19,SH600690,0.0316756175866617,0.75,-0.0034418702,0.03511748779921663,0.03511748779921663,SH600690,海尔智家,2026-07-29,21.87107,21.889694
20,20,SH601398,0.0311587526980068,0.75,-0.0196926,0.050851352471413785,0.050851352471413785,SH601398,工商银行,2026-07-29,4.943746,4.858221
21,21,SH601668,0.030968784534195,0.75,-0.0042052865,0.035174071037033135,0.035174071037033135,SH601668,中国建筑,2026-07-29,0.70241755,0.70395106
22,22,SH601916,0.0293192269066324,1.0,0.0022883415,0.027030885384415605,0.027030885384415605,SH601916,浙商银行,2026-07-29,0.2560019,0.2563261
23,23,SH601319,0.0281390754019874,1.0,-0.0066740513,0.03481312668677744,0.03481312668677744,SH601319,中国人保,2026-07-29,0.46206963,0.46894532
24,24,SH600019,0.0266195011473027,0.75,-0.020776868,0.047396369013818815,0.047396369013818815,SH600019,宝钢股份,2026-07-29,2.1112823,2.1078663
25,25,SH600018,0.0260635190469487,1.0,0.004371524,0.021691995189832,0.021691995189832,SH600018,上港集团,2026-07-29,1.1059949,1.113569
26,26,SH601766,0.0257392087853827,0.5,-0.025889933,0.05162914189466615,0.05162914189466615,SH601766,中国中车,2026-07-29,1.1405585,1.135603
27,27,SH601288,0.025108189432314,0.75,-0.029520273,0.054628462640932164,0.054628462640932164,SH601288,农业银行,2026-07-29,5.1008663,4.9790645
28,28,SZ000166,0.0246355027469727,1.0,-0.0026918054,0.027327308109674115,0.027327308109674115,SZ000166,申万宏源,2026-07-29,0.030419683,0.030579243
29,29,SH601985,0.0244981949278066,1.0,-0.001760602,0.026258796925182088,0.026258796925182088,SH601985,中国核电,2026-07-29,0.5974612,0.59601647
30,30,SH601009,0.0230329128527957,1.0,-0.012797892,0.035830804946454145,0.035830804946454145,SH601009,南京银行,2026-07-29,1.7165956,1.7047154
31,31,SH688009,0.0229887684576542,0.5,-0.013867438,0.036856206297162256,0.036856206297162256,SH688009,中国通号,2026-07-29,0.05229335,0.05417917
32,32,SH600016,0.021762910819326,1.0,-0.0027347207,0.024497631526265697,0.024497631526265697,SH600016,民生银行,2026-07-29,14.639729,14.640322
33,33,SH601816,0.0215676098449667,0.5,-0.0142349005,0.035802510319515035,0.035802510319515035,SH601816,京沪高铁,2026-07-29,0.13226886,0.13155217
34,34,SH601377,0.021278491817728,1.0,0.004659295,0.016619196735635715,0.016619196735635715,SH601377,兴业证券,2026-07-29,0.21850519,0.22384086
35,35,SZ002142,0.0211818691121817,1.0,-0.031036615,0.0522184844838858,0.0522184844838858,SZ002142,宁波银行,2026-07-29,0.43220916,0.42679343
36,36,SH601939,0.0203495016992829,0.75,-0.010744929,0.03109443101294257,0.03109443101294257,SH601939,建设银行,2026-07-29,0.9743354,0.9640551
37,37,SH601825,0.0200715543021299,0.5,-0.015202701,0.03527425539389625,0.03527425539389625,SH601825,沪农商行,2026-07-29,0.1404169,0.1414595
38,38,SH601006,0.0197627044089378,0.75,-0.013848364,0.03361106876211773,0.03361106876211773,SH601006,大秦铁路,2026-07-29,1.2257433,1.2234118
39,39,SZ000333,0.0173488156212353,0.5,-0.015171707,0.03252052229771846,0.03252052229771846,SZ000333,美的集团,2026-07-29,1.7475673,1.7247962
40,40,SH600926,0.0169044302102136,1.0,-0.0031782389,0.02008266907892698,0.02008266907892698,SH600926,杭州银行,2026-07-29,0.27392292,0.27301183
41,41,SH600025,0.0167839369262199,0.5,-0.0015662313,0.018350168176982838,0.018350168176982838,SH600025,华能水电,2026-07-29,1.6520936,1.6550694
42,42,SH601077,0.0151591169686803,1.0,-0.009891212,0.025050328955222047,0.025050328955222047,SH601077,渝农商行,2026-07-29,0.17118213,0.17030261
43,43,SH600674,0.0143605173985944,0.5,0.0012725592,0.01308795823263981,0.01308795823263981,SH600674,川投能源,2026-07-29,72.74099,75.187836
44,44,SH601919,0.0134381782589653,0.5,-0.0046367645,0.018074942785332487,0.018074942785332487,SH601919,中远海控,2026-07-29,0.35775328,0.35603073
45,45,SH600887,0.0120365729612713,0.5,-0.021307051,0.033343624143064514,0.033343624143064514,SH600887,伊利股份,2026-07-29,84.93478,84.106636
46,46,SH600795,0.0118523356868992,0.5,0.01195097,-9.86340091457226e-05,9.86340091457226e-05,SH600795,国电电力,2026-07-29,41.886745,42.38728
47,47,SZ000538,0.0114134639635272,1.0,0.0020862818,0.009327182187098977,0.009327182187098977,SZ000538,云南白药,2026-07-29,74.550354,74.70596
48,48,SH601788,0.0111977780919542,1.0,0.0046875477,0.006510230408238379,0.006510230408238379,SH601788,光大证券,2026-07-29,0.033334855,0.033602092
49,49,SZ002352,0.0107030391227103,1.0,-0.0037329793,0.014436018420348239,0.014436018420348239,SZ002352,顺丰控股,2026-07-29,0.49144626,0.4897361
50,50,SH601607,0.0103730265148423,1.0,0.005999446,0.0043735805996201315,0.0043735805996201315,SH601607,上海医药,2026-07-29,1.132798,1.1396312
51,51,SH601998,0.0103552353774359,0.75,-0.013772488,0.02412772301781676,0.02412772301781676,SH601998,中信银行,2026-07-29,0.2720438,0.26935336
52,52,SH600660,0.0101294004999145,0.75,-0.00167346,0.011802860506628368,0.011802860506628368,SH600660,福耀玻璃,2026-07-29,221.81334,221.59026
53,53,SH600905,0.0098637641797813,0.5,0.0,0.0098637641797813,0.0098637641797813,SH600905,三峡能源,2026-07-29,0.30554897,0.30554897
54,54,SZ002236,0.0082237209275238,1.0,0.034661055,-0.026437333683682257,0.026437333683682257,SZ002236,大华股份,2026-07-29,22.393997,23.267366
55,55,SH600741,0.0076105304868951,0.75,-0.0035409927,0.011151523223711506,0.011151523223711506,SH600741,华域汽车,2026-07-29,24.513025,24.484304
56,56,SH600028,0.0068221458755957,0.75,-0.0020391345,0.008861280378006589,0.008861280378006589,SH600028,中国石化,2026-07-29,6.0014663,6.0225325
57,57,SH601456,0.006206006390425,1.0,0.0053361654,0.0008698409622633786,0.0008698409622633786,SH601456,国联民生,2026-07-29,0.26132676,0.26324245
58,58,SZ000999,0.005566556756014,0.75,-0.0042487383,0.009815295044893394,0.009815295044893394,SZ000999,华润三九,2026-07-29,0.63631,0.64710516
59,59,SH600900,0.0048417795492789,0.5,-0.013561606,0.01840338595644443,0.01840338595644443,SH600900,长江电力,2026-07-29,11.748178,11.58888
60,60,SH601021,0.0047963169222762,0.75,-0.006362438,0.011158755124180497,0.011158755124180497,SH601021,春秋航空,2026-07-29,0.31282762,0.31374094
61,61,SH600886,0.0046903466448356,0.5,-0.011663318,0.016353664325194486,0.016353664325194486,SH600886,国投电力,2026-07-29,30.404713,30.266912
62,62,SH600519,0.0046545240983791,0.5,-0.008195281,0.012849805127126659,0.012849805127126659,SH600519,贵州茅台,2026-07-29,80.54818,80.19091
63,63,SH601901,0.0031232326270344,1.0,-0.0013105869,0.004433819556355689,0.004433819556355689,SH601901,方正证券,2026-07-29,0.26109794,0.26261726
64,64,SZ002311,0.0023469444236198,1.0,0.0042649508,-0.0019180063286385008,0.0019180063286385008,SZ002311,海大集团,2026-07-29,1.9004799,1.9132178
65,65,SH603288,0.0022554293385558,0.75,-0.0056996346,0.007955063890557753,0.007955063890557753,SH603288,海天味业,2026-07-29,0.7077923,0.7037518
66,66,SH600061,0.0016642109692248,0.75,0.0015184879,0.00014572303892694842,0.00014572303892694842,SH600061,国投资本,2026-07-29,5.227266,5.267227
