,Unnamed: 0,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,n1close,n2high
0,0,SH601229,0.0608757859639629,1.0,0.010743737,0.05013204874319874,0.05013204874319874,SH601229,上海银行,2026-08-14,0.21338356,0.21661124
1,1,SH600919,0.0498420720065006,1.0,0.0075604916,0.04228158044461095,0.04228158044461095,SH600919,江苏银行,2026-08-14,0.41543368,0.41956997
2,2,SH601838,0.0497025373794534,1.0,-0.0018601418,0.05156267913360379,0.05156267913360379,SH601838,成都银行,2026-08-14,0.39518812,0.3991956
3,3,SH600926,0.0481573073373718,0.9,0.01913321,0.02902409715518186,0.02902409715518186,SH600926,杭州银行,2026-08-14,0.26974055,0.27607885
4,4,SH601607,0.0435706811361303,0.9,-0.0024098754,0.04598055652904412,0.04598055652904412,SH601607,上海医药,2026-08-14,1.1131723,1.1179456
5,5,SH600795,0.0402382522891611,1.0,0.0060025454,0.03423570693241061,0.03423570693241061,SH600795,国电电力,2026-08-14,41.719547,42.05352
6,6,SH600018,0.0400013212399603,0.9,0.004524827,0.0354764942364813,0.0354764942364813,SH600018,上港集团,2026-08-14,1.0688292,1.0806097
7,7,SH601077,0.0382333335360849,0.8,0.014462709,0.023770624109205017,0.023770624109205017,SH601077,渝农商行,2026-08-14,0.16388899,0.16687617
8,8,SZ000001,0.0381136492226511,0.9,-0.0045042634,0.04261791262368259,0.04261791262368259,SZ000001,平安银行,2026-08-14,1.3663889,1.3713135
9,9,SH601169,0.0359773683460104,0.9,0.0019381046,0.034039263716493795,0.034039263716493795,SH601169,北京银行,2026-08-14,0.26142558,0.2624388
10,10,SH601816,0.0351534237302002,1.0,0.0037243366,0.031429087106054694,0.031429087106054694,SH601816,京沪高铁,2026-08-14,0.12892924,0.12988922
11,11,SH600519,0.0340370691236934,0.9,0.0037897825,0.030247286599584512,0.030247286599584512,SH600519,贵州茅台,2026-08-14,76.48626,77.06658
12,12,SZ000895,0.0335767533632332,0.8,0.008073449,0.02550330422840654,0.02550330422840654,SZ000895,双汇发展,2026-08-14,60.692383,61.231506
13,13,SZ000651,0.0334698856894376,0.9,0.004261017,0.029208868843734477,0.029208868843734477,SZ000651,格力电器,2026-08-14,496.11383,500.7148
14,14,SH600036,0.0331424506291841,1.0,0.0023581982,0.030784252463290543,0.030784252463290543,SH600036,招商银行,2026-08-14,14.911617,14.974142
15,15,SH601456,0.031214358943442,0.9,-0.009625673,0.040840032237509385,0.040840032237509385,SH601456,国联民生,2026-08-14,0.26079386,0.26072893
16,16,SH601009,0.0293426752879,1.0,0.017795801,0.011546874125180275,0.011546874125180275,SH601009,南京银行,2026-08-14,1.6421702,1.6743898
17,17,SH600958,0.0287694742325582,0.9,-0.011187553,0.03995702763831992,0.03995702763831992,SH600958,东方证券,2026-08-14,0.071160085,0.07105334
18,18,SH600900,0.0264288187609023,0.9,0.0056848526,0.020743966160804643,0.020743966160804643,SH600900,长江电力,2026-08-14,11.1382475,11.2130995
19,19,SH600941,0.0262678878816777,0.9,-0.0028603673,0.02912825517980392,0.02912825517980392,SH600941,中国移动,2026-08-14,0.043926418,0.04393133
20,20,SZ002648,0.0261320716739164,0.7,0.039928794,-0.013796722233249126,0.013796722233249126,SZ002648,卫星化学,2026-08-14,3.5745986,3.7367473
21,21,SH601825,0.0257489215068931,1.0,-0.0076857805,0.033434702032100624,0.033434702032100624,SH601825,沪农商行,2026-08-14,0.13894375,0.1403504
22,22,SH601916,0.0253771692379777,0.9,-0.0023753047,0.027752473936921793,0.027752473936921793,SH601916,浙商银行,2026-08-14,0.24658033,0.24880403
23,23,SZ000999,0.0248237979255677,0.8,0.0036927462,0.02113105176315315,0.02113105176315315,SZ000999,华润三九,2026-08-14,0.59903187,0.602965
24,24,SH601658,0.0244309895656699,0.9,0.0043987036,0.020032285990535623,0.020032285990535623,SH601658,邮储银行,2026-08-14,0.30099657,0.30303204
25,25,SH600674,0.0235265207117071,0.7,0.014541984,0.00898453710727595,0.00898453710727595,SH600674,川投能源,2026-08-14,71.81525,73.143456
26,26,SH600028,0.02287427773515,0.8,0.009867072,0.013007205629742283,0.013007205629742283,SH600028,中国石化,2026-08-14,5.705239,5.783658
27,27,SH601939,0.0204388490497005,0.9,0.012585759,0.007853089886797667,0.007853089886797667,SH601939,建设银行,2026-08-14,0.9151925,0.9293437
