,Unnamed: 0,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,n1close,n2high
0,0,SZ300418,0.0999012191889478,0.8125,-0.057835698,0.15773691731669437,0.15773691731669437,,,2026-06-18,0.8520004,0.84187263
1,1,SH600188,0.0967142753675612,0.625,-0.029203534,0.12591780949384296,0.12591780949384296,SH600188,兖矿能源,2026-06-18,31.452875,31.978033
2,2,SH688223,0.0766054495382608,0.9375,-0.056285143,0.1328905924368204,0.1328905924368204,SH688223,晶科能源,2026-06-18,0.04956125,0.049275212
3,3,SH601012,0.0759380996619096,0.9375,-0.046861827,0.12279992703541424,0.12279992703541424,SH601012,隆基绿能,2026-06-18,13.198374,13.168483
4,4,SZ300782,0.0695212738453358,0.75,0.013705373,0.055815901034972026,0.055815901034972026,,,2026-06-18,1.203459,1.285065
5,5,SZ300347,0.0667719270808488,0.875,-0.00291121,0.06968313714096842,0.06968313714096842,,,2026-06-18,2.7168002,2.8671556
6,6,SZ300251,0.0621153424420502,0.8125,0.027173638,0.034941704098239164,0.034941704098239164,,,2026-06-18,1.572014,1.7400478
7,7,SH688472,0.0599743946992627,1.0,-0.044839203,0.10481359805695922,0.10481359805695922,SH688472,阿特斯,2026-06-18,0.07102838,0.070865445
8,8,SZ000975,0.0584081099261127,0.875,-0.10006297,0.15847107627285342,0.15847107627285342,,,2026-06-18,12.537602,12.391163
9,9,SH600893,0.0569743516812845,1.0,-0.029325247,0.0862995984921976,0.0862995984921976,SH600893,航发动力,2026-06-18,6.396406,6.384126
10,10,SH600426,0.0568912804153426,0.875,-0.05028057,0.10717185139922933,0.10717185139922933,SH600426,华鲁恒升,2026-06-18,42.886944,43.733387
11,11,SZ002459,0.0554291733087769,0.9375,-0.044899702,0.10032887538092045,0.10032887538092045,,,2026-06-18,0.04674599,0.04686357
12,12,SH600547,0.0492476122821253,0.8125,-0.08903843,0.138286043926565,0.138286043926565,SH600547,山东黄金,2026-06-18,119.77727,118.900826
13,13,SH688256,0.0468674612095316,0.625,-0.030188859,0.07705631971859532,0.07705631971859532,SH688256,寒武纪,2026-06-18,0.07181546,0.07423173
14,14,SH600989,0.0467388084620788,0.9375,0.008728623,0.038010185071881045,0.038010185071881045,SH600989,宝丰能源,2026-06-18,0.12471502,0.13257648
15,15,SH600438,0.0464460662386558,0.9375,-0.049196243,0.09564230952478861,0.09564230952478861,SH600438,通威股份,2026-06-18,14.021781,14.130669
