,Unnamed: 0,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,n1close,n2high
0,0,SH600026,0.1057082434841689,1.0,-0.019849837,0.12555808031049337,0.12555808031049337,SH600026,中远海能,2026-06-16,3.580471,3.654707
1,1,SZ300347,0.0876269974582477,0.9375,-0.0017441511,0.08937114857366518,0.08937114857366518,,,2026-06-16,2.6501782,2.6956646
2,2,SH600188,0.0834150530209412,0.875,-0.033429444,0.11684449685715335,0.11684449685715335,SH600188,兖矿能源,2026-06-16,31.787985,31.660297
3,3,SH600989,0.080274802977733,0.9375,-0.027581096,0.1078558986732286,0.1078558986732286,SH600989,宝丰能源,2026-06-16,0.12696195,0.12799399
4,4,SH601916,0.0760825864543983,0.875,-0.016627073,0.09270965974236217,0.09270965974236217,SH601916,浙商银行,2026-06-16,0.23603576,0.23672567
5,5,SH601985,0.0678575992490645,0.9375,-0.019247651,0.08710525034922319,0.08710525034922319,SH601985,中国核电,2026-06-16,0.58988845,0.59636176
6,6,SH601012,0.0665948603639463,0.8125,-0.017608523,0.08420338373278174,0.08420338373278174,SH601012,隆基绿能,2026-06-16,13.039385,13.039094
7,7,SZ002459,0.059878143632453,0.875,-0.016521752,0.07639989551309875,0.07639989551309875,,,2026-06-16,0.046879884,0.04710196
8,8,SZ300498,0.0583194259598805,0.875,-0.02585578,0.08417520560770765,0.08417520560770765,,,2026-06-16,0.019423706,0.019521514
9,9,SH600547,0.0563253071269483,0.875,-0.047769964,0.1040952708682508,0.1040952708682508,SH600547,山东黄金,2026-06-16,124.03293,123.28699
10,10,SH601818,0.0544703210576839,0.875,-0.022970855,0.07744117629373737,0.07744117629373737,SH601818,光大银行,2026-06-16,1.0105402,1.0089934
11,11,SH603260,0.0541574266670799,0.75,-0.03253627,0.08669369490133283,0.08669369490133283,SH603260,合盛硅业,2026-06-16,0.14815326,0.1490849
12,12,SH600900,0.0520397054300063,0.9375,-0.012601256,0.06464096180055073,0.06464096180055073,SH600900,长江电力,2026-06-16,10.162597,10.154889
13,13,SZ000617,0.0504652787853222,0.875,-0.025723994,0.07618927256355096,0.07618927256355096,,,2026-06-16,2.3514967,2.3423505
14,14,SH600845,0.0497427852237312,0.8125,0.01016283,0.039579954870947995,0.039579954870947995,SH600845,宝信软件,2026-06-16,20.511192,21.067001
15,15,SH600426,0.0458738560828945,0.875,-0.027845025,0.07371888114545554,0.07371888114545554,SH600426,华鲁恒升,2026-06-16,41.914127,42.007812
16,16,SH688047,0.0450580305944511,0.875,0.020836234,0.024221796501738696,0.024221796501738696,SH688047,龙芯中科,2026-06-16,0.018087935,0.018724479
17,17,SH688169,0.0443178331421168,0.625,-0.0024664998,0.04678433294756724,0.04678433294756724,SH688169,石头科技,2026-06-16,0.006211943,0.0063654073
18,18,SZ000661,0.0433484427261956,0.8125,0.0048686266,0.03847981613165214,0.03847981613165214,,,2026-06-16,11.99397,12.33451
19,19,SH600372,0.0425083064582892,0.75,-0.011744559,0.054252865269476945,0.054252865269476945,SH600372,中航机载,2026-06-16,0.57185525,0.5764372
20,20,SH600036,0.0418784491989181,0.875,-0.02537924,0.067257689711766,0.067257689711766,SH600036,招商银行,2026-06-16,14.139176,14.127891
21,21,SZ300122,0.0417866185345726,0.8125,-0.031666636,0.07345325500155259,0.07345325500155259,,,2026-06-16,0.37652576,0.37895694
22,22,SH601169,0.0405422427238649,0.9375,-0.025276482,0.06581872482912002,0.06581872482912002,SH601169,北京银行,2026-06-16,0.24248126,0.24248889
23,23,SZ000876,0.0398815653703126,0.875,-0.018953204,0.05883476952528086,0.05883476952528086,,,2026-06-16,7.2432227,7.243726
24,24,SH600066,0.0398737356538985,0.625,-0.04052949,0.08040322517111041,0.08040322517111041,SH600066,宇通客车,2026-06-16,163.42882,164.81418
25,25,SZ000975,0.0397927661047623,0.875,-0.037039995,0.07683276129824375,0.07683276129824375,,,2026-06-16,12.891659,12.926476
26,26,SZ000999,0.0389717083796707,1.0,-0.013045788,0.052017496190949995,0.052017496190949995,,,2026-06-16,0.58402234,0.5847409
27,27,SH600016,0.0382069916846556,0.9375,-0.0225029,0.060709890854577474,0.060709890854577474,SH600016,民生银行,2026-06-16,13.919156,13.918273
28,28,SH601766,0.0378578760072057,0.875,-0.023809493,0.06166736859524891,0.06166736859524891,SH601766,中国中车,2026-06-16,1.034584,1.0286071
29,29,SH601838,0.0371896955348377,0.75,-0.029692054,0.06688174932969854,0.06688174932969854,SH601838,成都银行,2026-06-16,0.38163704,0.38239074
30,30,SH601877,0.0370880256242708,0.6875,-0.00036132336,0.037449348980899216,0.037449348980899216,SH601877,正泰电器,2026-06-16,0.13631248,0.13727224
31,31,SZ300015,0.03636795366281,0.8125,-0.003621757,0.03998971069329706,0.03998971069329706,,,2026-06-16,13.368582,13.497238
32,32,SH603392,0.0357435343147137,0.6875,-0.0024189353,0.03816246961363338,0.03816246961363338,SH603392,万泰生物,2026-06-16,1.5050191,1.5271978
33,33,SZ002714,0.0346393529613712,0.75,-0.02972287,0.06436222235758092,0.06436222235758092,,,2026-06-16,11.626078,11.71651
34,34,SZ002938,0.0325069643336229,0.5625,0.0075987577,0.02490820658978745,0.02490820658978745,,,2026-06-16,0.2996265,0.30994612
35,35,SZ002709,0.0323078047586382,0.625,-0.023456156,0.0557639610124529,0.0557639610124529,,,2026-06-16,28.683636,29.226759
36,36,SH601229,0.0323025239626605,0.875,-0.019025624,0.05132814776103086,0.05132814776103086,SH601229,上海银行,2026-06-16,0.20395918,0.20411989
37,37,SZ000001,0.0318077323138842,0.75,-0.024123967,0.055931699007762375,0.055931699007762375,,,2026-06-16,87.61392,87.531715
38,38,SH601668,0.0315910314365201,0.8125,-0.024933219,0.056524250392513756,0.056524250392513756,SH601668,中国建筑,2026-06-16,0.6252763,0.6245138
39,39,SH600015,0.0313940865617035,0.875,-0.02770549,0.059099577150845344,0.059099577150845344,SH600015,华夏银行,2026-06-16,5.1150007,5.1241217
40,40,SH688223,0.0306440692992671,0.6875,-0.014953256,0.04559732495264845,0.04559732495264845,SH688223,晶科能源,2026-06-16,0.049740724,0.050178595
41,41,SH601186,0.0302919339838298,0.9375,-0.028242707,0.058534641236332244,0.058534641236332244,SH601186,中国铁建,2026-06-16,0.10409619,0.10335469
42,42,SH600919,0.0301315699071623,0.875,-0.026956916,0.057088485762570015,0.057088485762570015,SH600919,江苏银行,2026-06-16,0.39578527,0.39778718
43,43,SZ300251,0.0293650102778677,0.75,-0.0017665029,0.031131513135075953,0.031131513135075953,,,2026-06-16,1.5610659,1.5734464
44,44,SH600018,0.0289614825954653,0.875,-0.015476167,0.04443764979746115,0.04443764979746115,SH600018,上港集团,2026-06-16,0.9883796,0.9876352
45,45,SZ300759,0.0288808241070509,0.5625,0.024371386,0.0045094385327100785,0.0045094385327100785,,,2026-06-16,0.99097884,1.0254254
46,46,SZ300413,0.0287922462288533,0.6875,-0.004347801,0.0331400474373494,0.0331400474373494,,,2026-06-16,0.28654593,0.29066405
47,47,SH600489,0.0287012884565368,0.625,-0.034353852,0.06305514072857049,0.06305514072857049,SH600489,中金黄金,2026-06-16,51.699005,51.882
48,48,SZ000338,0.0286393401566515,0.6875,0.02766049,0.0009788510743150743,0.0009788510743150743,,,2026-06-16,3.8182979,4.0921235
49,49,SH601328,0.0285813626061195,0.6875,-0.0319829,0.060564261318277704,0.060564261318277704,SH601328,交通银行,2026-06-16,0.27862558,0.2789724
50,50,SH601166,0.0283358222291676,0.875,-0.029117107,0.05745292962052502,0.05745292962052502,SH601166,兴业银行,2026-06-16,1.2998879,1.3028853
51,51,SZ300418,0.0278284758995015,0.8125,0.10964489,-0.08181641393204148,0.08181641393204148,,,2026-06-16,0.7432766,0.87672734
52,52,SH600674,0.0277146208908414,0.9375,-0.021885276,0.04959989673160067,0.04959989673160067,SH600674,川投能源,2026-06-16,70.21736,70.64752
53,53,SH600111,0.0270776969106923,0.625,0.021470428,0.0056072693975697425,0.0056072693975697425,SH600111,北方稀土,2026-06-16,324.6075,343.70734
54,54,SZ000786,0.0265934105406844,0.6875,-0.04178655,0.0683799620162093,0.0683799620162093,,,2026-06-16,12.947646,12.947689
55,55,SH601377,0.0235677867574973,0.75,-0.042740047,0.06630783373549412,0.06630783373549412,SH601377,兴业证券,2026-06-16,0.21728739,0.21694049
56,56,SZ002001,0.0231178649197712,0.5625,-0.017546713,0.04066457827197457,0.04066457827197457,,,2026-06-16,105.03915,107.24987
57,57,SH601939,0.0227334795596396,0.75,-0.020577788,0.04331126791260591,0.04331126791260591,SH601939,建设银行,2026-06-16,0.8643413,0.86375743
58,58,SH688472,0.0215284879426981,0.8125,-0.015463948,0.036992436192514994,0.036992436192514994,SH688472,阿特斯,2026-06-16,0.06991054,0.07045256
59,59,SZ002304,0.0215026647926173,0.8125,-0.024952888,0.04645555328138683,0.04645555328138683,,,2026-06-16,0.13872564,0.13846177
60,60,SH600999,0.021279689454873,0.75,-0.027129948,0.04840963759406368,0.04840963759406368,SH600999,招商证券,2026-06-16,0.08183549,0.082151495
61,61,SZ300896,0.0212507989542631,0.75,0.0048441887,0.016406610264077554,0.016406610264077554,,,2026-06-16,0.0056421706,0.005765718
62,62,SZ300502,0.0204889846382928,0.5,0.04230237,-0.021813385433118334,0.021813385433118334,,,2026-06-16,163.597,172.4294
63,63,SZ000538,0.0202995588694858,0.75,-0.009815514,0.030115072957162804,0.030115072957162804,,,2026-06-16,448.70877,449.9917
64,64,SZ300803,0.0186304210678122,0.375,-0.020726502,0.03935692300949311,0.03935692300949311,,,2026-06-16,2.557487,2.5817177
65,65,SH600233,0.0181688930193281,0.75,-0.050482273,0.06865116612113474,0.06865116612113474,SH600233,圆通速递,2026-06-16,1.531814,1.523524
66,66,SH601607,0.0176913746027304,0.75,-0.012409151,0.03010052520316375,0.03010052520316375,SH601607,上海医药,2026-06-16,5.8110056,5.8182845
67,67,SZ300782,0.0176144361795865,0.75,0.06312287,-0.045508432358316336,0.045508432358316336,,,2026-06-16,1.0687363,1.1673566
68,68,SH688009,0.0174239960273295,0.8125,-0.00993377,0.027357765730240877,0.027357765730240877,SH688009,中国通号,2026-06-16,0.04865813,0.048570856
69,69,SH600085,0.0173510463023085,0.8125,-0.018350244,0.03570128987072891,0.03570128987072891,SH600085,同仁堂,2026-06-16,11.884536,11.860416
70,70,SZ300832,0.016659161185525,0.5625,-0.01631707,0.032976230716012064,0.032976230716012064,,,2026-06-16,0.09303545,0.09389977
