,Unnamed: 0,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,n1close,n2high
0,0,SH601377,0.0448571530523222,0.9,0.0017921925,0.043064960593215754,0.043064960593215754,SH601377,兴业证券,2026-08-10,0.21655871,0.2177046
1,1,SH601607,0.043990812354704,0.9,-0.007821143,0.05181195502819643,0.05181195502819643,SH601607,上海医药,2026-08-10,1.1281099,1.1314164
2,2,SH600018,0.0420623366973319,0.9,-0.006703973,0.048766309513799184,0.048766309513799184,SH600018,上港集团,2026-08-10,1.0828304,1.0851148
3,3,SH600919,0.0410519913028547,0.9,-0.0069790483,0.048031039554960415,0.048031039554960415,SH600919,江苏银行,2026-08-10,0.4199992,0.4216416
4,4,SH601229,0.0391386231213773,1.0,0.00450325,0.03463537299930699,0.03463537299930699,SH601229,上海银行,2026-08-10,0.20885657,0.21096429
5,5,SH601456,0.0374388930040087,0.9,0.0053304434,0.03210844962174551,0.03210844962174551,SH601456,国联民生,2026-08-10,0.26159325,0.2640925
6,6,SH601985,0.0364128683487938,0.8,-0.008093536,0.04450640424890977,0.04450640424890977,SH601985,中国核电,2026-08-10,0.5847322,0.5851421
7,7,SZ002142,0.0359732998305682,0.9,-0.0030667186,0.03904001840890682,0.03904001840890682,,,2026-08-10,0.42220137,0.4232902
8,8,SH600905,0.0336891849781392,0.8,-0.0024752617,0.03616444666637162,0.03616444666637162,SH600905,三峡能源,2026-08-10,0.29589948,0.2967836
9,9,SZ002736,0.0336800652824113,0.9,0.0029175282,0.030762537129945478,0.030762537129945478,,,2026-08-10,0.2640129,0.26529175
10,10,SH601117,0.0328598289209886,0.9,-0.00688982,0.03974964901986555,0.03974964901986555,SH601117,中国化学,2026-08-10,0.41026744,0.41000363
11,11,SH600926,0.0290337608657409,0.9,-0.0060762763,0.03511003716807855,0.03511003716807855,SH600926,杭州银行,2026-08-10,0.2660551,0.26697204
12,12,SH601021,0.0286399394613947,0.8,0.0015522242,0.027087715302153977,0.027087715302153977,SH601021,春秋航空,2026-08-10,0.30383706,0.3045775
13,13,SZ000166,0.0283700418686584,0.9,0.0055787563,0.02279128553626094,0.02279128553626094,,,2026-08-10,0.029326305,0.029589113
14,14,SH601901,0.0280501014120407,0.9,0.0,0.0280501014120407,0.0280501014120407,SH601901,方正证券,2026-08-10,0.25724185,0.25797576
15,15,SH601878,0.0272183482064755,0.9,0.001892209,0.02532613915343595,0.02532613915343595,SH601878,浙商证券,2026-08-10,0.079909205,0.080211535
16,16,SH601788,0.0270575915740718,0.8,-0.0005251765,0.027582768099187766,0.027582768099187766,SH601788,光大证券,2026-08-10,0.033050843,0.033174526
17,17,SH601818,0.0252593210078565,0.8,0.0031250715,0.02213424948228277,0.02213424948228277,SH601818,光大银行,2026-08-10,1.0124902,1.0188171
18,18,SH600958,0.0242776592936974,0.7,0.0008561611,0.02342149817614369,0.02342149817614369,SH600958,东方证券,2026-08-10,0.07150398,0.07162639
19,19,SH601169,0.0241086384984613,0.9,0.0,0.0241086384984613,0.0241086384984613,SH601169,北京银行,2026-08-10,0.26453912,0.26559517
20,20,SH600061,0.0239870436895101,0.9,0.004640341,0.01934670288445639,0.01934670288445639,SH600061,国投资本,2026-08-10,5.131547,5.1631093
21,21,SH600029,0.0231330205288256,0.9,0.0034883022,0.019644718297990638,0.019644718297990638,SH600029,南方航空,2026-08-10,0.97284144,0.9777007
22,22,SH600795,0.0230941129462221,0.8,-0.003956318,0.02705043084783343,0.02705043084783343,SH600795,国电电力,2026-08-10,42.220615,42.38717
23,23,SH600760,0.021725541853284,0.9,-0.007639885,0.02936542680201447,0.02936542680201447,SH600760,中航沈飞,2026-08-10,5.2048864,5.2399817
24,24,SH600016,0.0209368762740317,0.8,0.0,0.0209368762740317,0.0209368762740317,SH600016,民生银行,2026-08-10,14.074718,14.1553755
25,25,SH601838,0.0207756491873143,0.8,0.0022230148,0.01855263435577133,0.01855263435577133,SH601838,成都银行,2026-08-10,0.3966691,0.39865178
26,26,SH601319,0.0189819601187601,0.8,-0.0011806488,0.02016260892247104,0.02016260892247104,SH601319,中国人保,2026-08-10,0.44360816,0.44573513
27,27,SH601077,0.0182549207983694,0.5,0.0031120777,0.015142843085356704,0.015142843085356704,SH601077,渝农商行,2026-08-10,0.16328634,0.16480437
28,28,SH601881,0.0179611181633163,0.9,0.0033669472,0.014594170989244034,0.014594170989244034,SH601881,中国银河,2026-08-10,0.18599626,0.18709789
29,29,SH601336,0.0178460472838996,0.9,0.007979035,0.009867011906397157,0.009867011906397157,SH601336,新华保险,2026-08-10,0.15757611,0.15914567
30,30,SH601688,0.0171433009725114,0.6,0.008224249,0.008919052086403003,0.008919052086403003,SH601688,华泰证券,2026-08-10,0.08397772,0.08496595
31,31,SH601186,0.0166453032621533,0.9,0.0,0.0166453032621533,0.0166453032621533,SH601186,中国铁建,2026-08-10,0.1079257,0.108278394
32,32,SH601916,0.01581853768468,0.8,0.0071769953,0.008641542407275216,0.008641542407275216,SH601916,浙商银行,2026-08-10,0.24476084,0.24827504
33,33,SH601658,0.0135295098495852,0.8,-0.005805552,0.01933506185535302,0.01933506185535302,SH601658,邮储银行,2026-08-10,0.30411023,0.30425888
34,34,SH600015,0.0135017549336507,0.8,-0.0073209405,0.020822695428188053,0.020822695428188053,SH600015,华夏银行,2026-08-10,5.544848,5.5459366
35,35,SH600196,0.013332744884992,0.7,-0.003298521,0.016631265926862118,0.016631265926862118,SH600196,复星医药,2026-08-10,7.1359057,7.2442746
36,36,SZ000999,0.013085690369644,0.8,-0.006670654,0.019756344189681842,0.019756344189681842,,,2026-08-10,0.6171174,0.61870414
37,37,SH601318,0.0127460653645298,0.7,0.00094020367,0.011805861697842788,0.011805861697842788,SH601318,中国平安,2026-08-10,0.25162432,0.25339028
38,38,SZ000001,0.0118284135285183,0.7,-0.0008880496,0.012716463131026845,0.012716463131026845,,,2026-08-10,1.3860823,1.3897754
39,39,SH600887,0.0117205111272449,0.7,-0.00727731,0.018997821021806666,0.018997821021806666,SH600887,伊利股份,2026-08-10,80.05755,80.05794
40,40,SH600036,0.011404400011516,0.8,-0.006437421,0.017841820856547737,0.017841820856547737,SH600036,招商银行,2026-08-10,15.204951,15.212179
41,41,SH601988,0.0108157959458038,0.7,-0.008381665,0.019197460698764005,0.019197460698764005,SH601988,中国银行,2026-08-10,2.8481827,2.8488822
42,42,SH601995,0.0100831484939084,0.5,0.008903742,0.0011794066573605488,0.0011794066573605488,SH601995,中金公司,2026-08-10,0.02602551,0.02626537
43,43,SZ000768,0.0100753824350643,0.8,-0.0004389882,0.010514370643835052,0.010514370643835052,,,2026-08-10,2.8599346,2.866953
44,44,SH600741,0.0099845206032013,0.4,-0.0025149584,0.012499478984854132,0.012499478984854132,SH600741,华域汽车,2026-08-10,22.977211,23.035492
45,45,SH600030,0.0094012847459585,0.7,-0.0014429688,0.01084425359132593,0.01084425359132593,SH600030,中信证券,2026-08-10,50.281948,50.3906
46,46,SH601018,0.0091376118886089,0.8,-0.008298755,0.017436366580686535,0.017436366580686535,SH601018,宁波港,2026-08-10,0.54252326,0.543213
47,47,SH601919,0.0081502967763911,0.8,-0.003919482,0.012069779007531237,0.012069779007531237,SH601919,中远海控,2026-08-10,0.3526291,0.3535094
48,48,SH601009,0.0076386077164841,0.8,-0.0009843707,0.008622978424949676,0.008622978424949676,SH601009,南京银行,2026-08-10,1.6380769,1.6450518
49,49,SH600886,0.0072251463649077,0.8,-0.019601524,0.026826670241097885,0.026826670241097885,SH600886,国投电力,2026-08-10,30.171356,30.171743
50,50,SH601166,0.0071539238746431,0.7,-0.0066000223,0.013753946190622104,0.013753946190622104,SH601166,兴业银行,2026-08-10,1.3276954,1.3276583
51,51,SH601816,0.0066582164034091,0.7,-0.005405426,0.012063642428799724,0.012063642428799724,SH601816,京沪高铁,2026-08-10,0.13334543,0.13455167
52,52,SH601668,0.0063886088917982,0.5,-0.004393637,0.01078224607212657,0.01078224607212657,SH601668,中国建筑,2026-08-10,0.67192334,0.67196536
53,53,SZ002311,0.0059586419467719,0.6,-0.013364553,0.019323195398309987,0.019323195398309987,,,2026-08-10,1.7885332,1.7916636
54,54,SH601059,0.0058599880862159,0.6,0.0023584366,0.0035015515017432436,0.0035015515017432436,SH601059,信达证券,2026-08-10,0.12196701,0.12246931
55,55,SH601006,0.0054596625476984,0.4,-0.002314806,0.0077744685321954705,0.0077744685321954705,SH601006,大秦铁路,2026-08-10,1.1580435,1.157547
56,56,SH600025,0.0050831552798379,0.5,-0.008928537,0.014011692648612314,0.014011692648612314,SH600025,华能水电,2026-08-10,1.5943122,1.6033492
57,57,SH600519,0.0045491188097877,0.6,-0.0025992393,0.007148358159152934,0.007148358159152934,SH600519,贵州茅台,2026-08-10,79.64553,80.25952
58,58,SZ000538,0.0039273574169379,0.6,-0.0055099726,0.00943732998926456,0.00943732998926456,,,2026-08-10,71.836876,72.07692
59,59,SH600372,0.0033679796547797,0.7,0.00084495544,0.0025230242104437627,0.0025230242104437627,SH600372,中航机载,2026-08-10,0.5817325,0.5832302
60,60,SZ000708,0.0029892283607281,0.5,0.0014404058,0.0015488225150860103,0.0015488225150860103,,,2026-08-10,5.294701,5.3330417
61,61,SH601100,0.0029713733136462,0.4,-0.017431736,0.02040310930607784,0.02040310930607784,SH601100,恒立液压,2026-08-10,2.4437907,2.438821
62,62,SZ002236,0.0021130534188558,0.5,-0.0024032593,0.00451631269619955,0.00451631269619955,,,2026-08-10,23.08706,23.225533
63,63,SH688009,0.0015237131334842,0.5,-0.0016154647,0.003139177820831612,0.003139177820831612,SH688009,中国通号,2026-08-10,0.051518735,0.051560953
