,datetime,instrument,score,exp_name,rid,weight,real_label,error,abs_error
0,2026-07-28,SH600000,0.001779932345482993,EXP_CatBoostModel_Alpha158_csi300_custom_step0_s_20260728_17,d5cdf437a419404294c6c8ec0d6b8c29,0.206,,,
1,2026-07-28,SZ000617,-0.010030392900903377,EXP_LGBModel_Alpha158_csi300_custom_step0_s_20260728_17,20b96398896f425fb2a2e23aac732cb3,0.299,,,
2,2026-07-28,SZ000596,-0.007972493999078525,EXP_LGBModel_Alpha158_csi300_custom_step0_s_20260728_17,20b96398896f425fb2a2e23aac732cb3,0.299,,,
3,2026-07-28,SZ000568,-0.002532007870908314,EXP_LGBModel_Alpha158_csi300_custom_step0_s_20260728_17,20b96398896f425fb2a2e23aac732cb3,0.299,,,
4,2026-07-28,SZ000538,3.530030641391577e-05,EXP_LGBModel_Alpha158_csi300_custom_step0_s_20260728_17,20b96398896f425fb2a2e23aac732cb3,0.299,,,
5,2026-07-28,SZ000425,-0.007758534401767466,EXP_LGBModel_Alpha158_csi300_custom_step0_s_20260728_17,20b96398896f425fb2a2e23aac732cb3,0.299,,,
6,2026-07-28,SZ000408,0.0021175886892662327,EXP_LGBModel_Alpha158_csi300_custom_step0_s_20260728_17,20b96398896f425fb2a2e23aac732cb3,0.299,,,
7,2026-07-28,SZ000625,-0.0020786212649054688,EXP_LGBModel_Alpha158_csi300_custom_step0_s_20260728_17,20b96398896f425fb2a2e23aac732cb3,0.299,,,
8,2026-07-28,SZ000338,-0.005282792425848794,EXP_LGBModel_Alpha158_csi300_custom_step0_s_20260728_17,20b96398896f425fb2a2e23aac732cb3,0.299,,,
9,2026-07-28,SZ000301,-0.0034741006113675026,EXP_LGBModel_Alpha158_csi300_custom_step0_s_20260728_17,20b96398896f425fb2a2e23aac732cb3,0.299,,,
10,2026-07-28,SZ000166,0.006857094441941135,EXP_LGBModel_Alpha158_csi300_custom_step0_s_20260728_17,20b96398896f425fb2a2e23aac732cb3,0.299,,,
11,2026-07-28,SZ000157,-0.005007749846826986,EXP_LGBModel_Alpha158_csi300_custom_step0_s_20260728_17,20b96398896f425fb2a2e23aac732cb3,0.299,,,
