,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,KMID,KLEN,KMID2,KUP,KUP2,KLOW,KLOW2,KSFT,KSFT2,OPEN0,HIGH0,LOW0,VWAP0,ROC5,ROC10,ROC20,ROC30,ROC60,MA5,MA10,MA20,MA30,MA60,STD5,STD10,STD20,STD30,STD60,BETA5,BETA10,BETA20,BETA30,BETA60,RSQR5,RSQR10,RSQR20,RSQR30,RSQR60,RESI5,RESI10,RESI20,RESI30,RESI60,MAX5,MAX10,MAX20,MAX30,MAX60,MIN5,MIN10,MIN20,MIN30,MIN60,QTLU5,QTLU10,QTLU20,QTLU30,QTLU60,QTLD5,QTLD10,QTLD20,QTLD30,QTLD60,RANK5,RANK10,RANK20,RANK30,RANK60,RSV5,RSV10,RSV20,RSV30,RSV60,IMAX5,IMAX10,IMAX20,IMAX30,IMAX60,IMIN5,IMIN10,IMIN20,IMIN30,IMIN60,IMXD5,IMXD10,IMXD20,IMXD30,IMXD60,CORR5,CORR10,CORR20,CORR30,CORR60,CORD5,CORD10,CORD20,CORD30,CORD60,CNTP5,CNTP10,CNTP20,CNTP30,CNTP60,CNTN5,CNTN10,CNTN20,CNTN30,CNTN60,CNTD5,CNTD10,CNTD20,CNTD30,CNTD60,SUMP5,SUMP10,SUMP20,SUMP30,SUMP60,SUMN5,SUMN10,SUMN20,SUMN30,SUMN60,SUMD5,SUMD10,SUMD20,SUMD30,SUMD60,VMA5,VMA10,VMA20,VMA30,VMA60,VSTD5,VSTD10,VSTD20,VSTD30,VSTD60,WVMA5,WVMA10,WVMA20,WVMA30,WVMA60,VSUMP5,VSUMP10,VSUMP20,VSUMP30,VSUMP60,VSUMN5,VSUMN10,VSUMN20,VSUMN30,VSUMN60,VSUMD5,VSUMD10,VSUMD20,VSUMD30,VSUMD60
0,SZ300394,0.11268991901745742,0.6666666666666666,,,,SZ300394,天孚通信,2026-08-04,0.115907,0.14643647,0.79151726,0.021054821,0.14378126,0.009474656,0.064701475,0.10432683,0.7124375,0.89613205,1.0188679,0.8876415,0.955851,0.85641444,1.0896206,1.1513655,1.4672631,1.1164318,0.85443276,0.91017836,1.0401262,1.1415366,1.2760985,0.09131266,0.09531338,0.16655101,0.22186938,0.22860785,0.03784018,-0.016596397,-0.02477858,-0.02292043,-0.00824545,0.4293233,0.27792743,0.7746871,0.82708937,0.39677685,0.06988691,0.16450542,0.19527031,0.19080962,-0.032857727,1.0188679,1.0999061,1.3764126,1.6320751,1.7658643,0.7337244,0.7337244,0.7337244,0.7337244,0.7337244,0.8871303,1.0000848,1.223243,1.3009803,1.5010787,0.79635715,0.8424614,0.8584132,0.98129207,1.0770079,1.0,0.8,0.45,0.3,0.15,0.93383014,0.72716796,0.41431534,0.29640496,0.257984,1.0,0.1,0.15,0.06666667,0.28333333,0.4,0.7,0.85,0.9,0.95,0.6,-0.6,-0.7,-0.8333333,-0.6666667,0.58893627,-0.4314341,-0.029286684,0.17768629,0.3357481,0.015851712,-0.07765163,0.020460317,0.07724642,0.16894414,0.8,0.5,0.5,0.46666667,0.53333336,0.2,0.5,0.5,0.53333336,0.46666667,0.6,0.0,0.0,-0.06666667,0.06666667,0.70451564,0.42984965,0.44079232,0.38455147,0.4856081,0.2954844,0.5701503,0.5592077,0.61544853,0.5143919,0.40903124,-0.14030068,-0.11841538,-0.23089707,-0.028783774,0.74166,0.58354837,0.60566056,0.61923516,0.7329254,0.16164938,0.21348242,0.17796117,0.16664222,0.2148285,0.93426794,1.0761501,1.0256795,0.9359281,0.8056089,0.89981014,0.56664884,0.58712566,0.549621,0.5098626,0.10018984,0.43335116,0.4128743,0.450379,0.49013743,0.79962033,0.1332977,0.17425136,0.099242,0.019725174
1,SH601689,0.08267502034163117,1.0,,,,SH601689,拓普集团,2026-08-04,0.025773222,0.05958763,0.43252638,0.01525771,0.25605497,0.018556697,0.31141862,0.02907221,0.48789003,0.9748743,1.0148743,0.9567839,0.9874157,0.9165229,1.0122455,1.216454,1.166178,1.3368403,0.94189376,0.9438082,1.0093265,1.0569823,1.1877803,0.044380855,0.037542343,0.08135621,0.101814404,0.16158763,0.025043119,0.00012334478,-0.0116842855,-0.0093136905,-0.008582114,0.7960228,9.894873e-05,0.7219231,0.6485252,0.86034423,0.008020006,0.055636737,0.10167422,0.07806623,0.06539211,1.0148743,1.0148743,1.2105806,1.2860001,1.5045186,0.88441634,0.88441634,0.88441634,0.88441634,0.88441634,0.9753708,0.97431874,1.0949811,1.1415833,1.3563298,0.91022766,0.91645396,0.92916524,0.96207315,1.0172129,1.0,1.0,0.55,0.36666667,0.18333334,0.88598365,0.88598365,0.3543726,0.2878196,0.18639454,1.0,1.0,0.05,0.33333334,0.18333334,0.4,0.7,0.85,0.9,0.95,0.6,0.3,-0.8,-0.56666666,-0.76666665,0.80237323,0.5688848,0.53309417,0.7500834,0.62134093,0.5231392,0.52725154,0.2108705,0.32765466,0.4427424,0.6,0.4,0.45,0.43333334,0.4,0.4,0.6,0.55,0.56666666,0.6,0.2,-0.2,-0.1,-0.13333334,-0.2,0.79051626,0.47731635,0.33988258,0.4206669,0.4156007,0.20948374,0.5226836,0.66011745,0.5793331,0.58439934,0.5810325,-0.045367293,-0.32023486,-0.15866621,-0.16879864,0.751262,0.679482,0.75900537,0.9218849,1.0056703,0.19837604,0.16937982,0.21413018,0.3655913,0.37149325,0.7620932,0.7369832,1.0342519,1.2317739,1.228466,0.7524602,0.5927191,0.44990605,0.5204618,0.49745962,0.24753982,0.40728092,0.55009395,0.47953817,0.5025404,0.50492036,0.18543814,-0.100187905,0.04092363,-0.0050807893
2,SZ002709,0.08012112419905691,1.0,,,,SZ002709,天赐材料,2026-08-04,0.031406287,0.036687043,0.8560594,0.0041690264,0.11363757,0.0011117307,0.030303089,0.02834899,0.77272487,0.96955,1.004042,0.9684722,0.99326897,1.0048511,0.97251636,1.3349504,1.4562106,1.6049545,0.97687685,0.9872524,1.0066257,1.1433536,1.283504,0.017629756,0.025708105,0.06522446,0.2075638,0.21366267,0.0024274176,-0.0012459051,-0.0062570754,-0.02051937,-0.010431755,0.047395423,0.021529857,0.3220993,0.7574021,0.7270384,0.018268319,0.01835418,0.0528166,0.15417735,0.024232807,1.0220867,1.0476968,1.3222743,1.5335469,1.6275833,0.93639636,0.93639636,0.87845737,0.87845737,0.87845737,0.993094,1.0056591,1.0292028,1.3746634,1.4697864,0.9627513,0.9627513,0.9627513,0.9717084,1.0043125,1.0,0.7,0.55,0.36666667,0.18333334,0.7422494,0.571459,0.27385756,0.18553591,0.16224594,0.2,0.5,0.05,0.033333335,0.13333334,0.2,0.6,0.45,0.6333333,0.81666666,0.0,-0.1,-0.4,-0.6,-0.68333334,0.09946538,0.3977386,0.5356061,0.55549335,0.59707546,0.37059164,0.41537982,-0.28136164,-0.16568129,0.08430731,0.6,0.5,0.35,0.43333334,0.41666666,0.4,0.5,0.65,0.56666666,0.5833333,0.2,0.0,-0.3,-0.13333334,-0.16666667,0.4703895,0.55591416,0.29207405,0.3297821,0.38187817,0.5296105,0.44408587,0.707926,0.6702179,0.61812186,-0.05922101,0.11182829,-0.4158519,-0.34043577,-0.23624368,1.1576567,1.3183974,1.5399874,1.7007414,1.862216,0.2590899,0.27334097,0.4904629,0.5474553,0.56048864,0.79646146,0.81167805,0.90590113,0.92940015,0.98842716,0.39865685,0.37014487,0.4933598,0.450168,0.47373214,0.60134315,0.6298551,0.5066402,0.549832,0.5262678,-0.2026863,-0.25971022,-0.013280407,-0.09966394,-0.052535698
3,SH688012,0.07912052089985462,1.0,,,,SH688012,中微公司,2026-08-04,0.015857827,0.07001723,0.22648461,0.030021107,0.42876738,0.024138302,0.344748,0.009975021,0.14246522,0.9843897,1.0295525,0.9606282,0.9945516,1.2054101,1.2837297,1.321966,1.169902,0.8096997,1.0562758,1.1385386,1.1982151,1.2441425,1.102143,0.06614822,0.09925574,0.12599722,0.13134126,0.18302718,-0.038137704,-0.02937558,-0.016438112,-0.010761135,0.006473989,0.83102244,0.8029214,0.59573084,0.52025414,0.38160378,0.01999956,-0.006348443,-0.042053092,-0.08810603,-0.2931257,1.2322729,1.2840877,1.5485975,1.5736259,1.5736259,0.9606282,0.9606282,0.9606282,0.9606282,0.78086716,1.0990283,1.2255315,1.2841787,1.3238295,1.2841787,0.99503475,1.0661309,1.0889593,1.1271495,0.9235357,0.4,0.2,0.1,0.06666667,0.36666667,0.14493853,0.12172092,0.06696232,0.06422826,0.2764181,0.2,0.1,0.15,0.2,0.6,1.0,1.0,1.0,1.0,0.06666667,-0.8,-0.9,-0.85,-0.8,0.53333336,0.45912918,-0.57651144,-0.042378433,0.08397093,0.14160615,-0.53607076,-0.2849841,0.17537099,0.089764856,0.25477663,0.2,0.3,0.3,0.46666667,0.53333336,0.8,0.7,0.7,0.53333336,0.46666667,-0.6,-0.4,-0.4,-0.06666667,0.06666667,0.09733412,0.20932232,0.37247306,0.45252952,0.5338823,0.9026659,0.79067767,0.62752694,0.5474705,0.46611765,-0.80533177,-0.58135533,-0.25505385,-0.09494099,0.06776468,1.0932622,0.9860393,1.0488032,1.057352,1.0595143,0.07991112,0.15234663,0.17211196,0.17074434,0.25725403,0.79971224,0.6983956,1.042521,1.0637819,1.0869737,0.62184,0.34948403,0.5360826,0.49328384,0.49595904,0.37815997,0.650516,0.46391734,0.5067162,0.50404096,0.24368006,-0.30103195,0.0721653,-0.0134323435,-0.008081891
4,SZ300476,0.07887813750714892,1.0,,,,SZ300476,胜宏科技,2026-08-04,0.048311707,0.06644151,0.72713137,0.011376557,0.17122665,0.0067532463,0.101641975,0.043688394,0.6575467,0.95391476,1.0108522,0.94747275,0.9843337,1.0415219,1.1906258,1.4118868,1.6759071,1.8743265,0.95487165,1.0513581,1.1860405,1.3182184,1.5351207,0.045099717,0.11402047,0.17793475,0.24642551,0.28772336,0.0046192077,-0.032324985,-0.028119154,-0.027102254,-0.014618797,0.026225716,0.73675394,0.87407964,0.9374351,0.7873591,0.035889927,0.094104335,0.08109139,0.07476435,-0.103866175,1.060449,1.2685289,1.5136198,1.7591554,1.9950356,0.8814658,0.8814658,0.8814658,0.8814658,0.8814658,0.9992416,1.1829202,1.356598,1.5338382,1.7677004,0.92919207,0.9424101,0.9998104,1.096741,1.1956332,1.0,0.5,0.25,0.16666667,0.083333336,0.66226435,0.30624,0.18750842,0.13505253,0.10644523,0.2,0.1,0.15,0.06666667,0.2,0.4,0.7,0.85,0.9,0.95,-0.2,-0.6,-0.7,-0.8333333,-0.75,0.010005559,-0.55808425,-0.16791245,0.20252876,0.5027677,0.09912741,-0.22660485,-0.18356666,0.025285177,0.083413176,0.4,0.4,0.4,0.4,0.43333334,0.6,0.6,0.6,0.6,0.56666666,-0.2,-0.2,-0.2,-0.2,-0.13333334,0.42162964,0.30977282,0.3329096,0.32602328,0.38723317,0.57837033,0.69022715,0.66709036,0.6739767,0.6127668,-0.15674073,-0.38045433,-0.33418074,-0.34795347,-0.22553365,0.96840435,0.8354765,0.8753095,0.9172498,1.0520267,0.2061797,0.23997541,0.22876135,0.23937084,0.30447763,0.7441234,0.9830564,0.81856567,0.84383297,0.97153115,0.5607069,0.47336096,0.537652,0.48136076,0.480897,0.4392931,0.52663904,0.462348,0.5186392,0.519103,0.12141381,-0.053278062,0.07530399,-0.03727847,-0.038205966
5,SZ300442,0.07743285691809092,1.0,,,,SZ300442,润泽科技,2026-08-04,0.052631572,0.058204357,0.90425485,0.0055727847,0.09574514,0.0,0.0,0.047058787,0.8085097,0.95,1.0052942,0.95,0.9832623,0.9298778,1.0104728,1.1530697,1.2057372,1.4356074,0.9201184,0.94632316,1.00949,1.0782298,1.1703094,0.05469808,0.050458293,0.097123235,0.13156876,0.15906377,0.028868478,-0.006612534,-0.0136876125,-0.013228683,-0.007726949,0.6963757,0.15742809,0.69514775,0.7834827,0.7197363,0.022144662,0.08343326,0.12054229,0.11358616,0.05763561,1.0052942,1.0493809,1.2692363,1.3635898,1.6272388,0.84324825,0.84324825,0.84324825,0.84324825,0.84324825,0.9441451,0.99726796,1.0703195,1.2112317,1.2909464,0.8846323,0.91938984,0.93012065,0.95165825,1.0100782,1.0,0.9,0.55,0.36666667,0.18333334,0.9673293,0.76044124,0.36797208,0.3012478,0.19994086,1.0,0.1,0.15,0.2,0.06666667,0.4,0.7,0.85,0.9,0.95,0.6,-0.6,-0.7,-0.7,-0.8833333,0.7549981,0.1537976,0.44249153,0.6199504,0.7748626,0.5076229,0.46648717,0.28637376,0.47147867,0.3943096,0.4,0.3,0.4,0.36666667,0.41666666,0.6,0.7,0.6,0.6333333,0.5833333,-0.2,-0.4,-0.2,-0.26666668,-0.16666667,0.6490323,0.4854307,0.39697614,0.42091137,0.4146646,0.3509677,0.51456934,0.6030239,0.5790886,0.5853354,0.29806462,-0.029138634,-0.20604771,-0.15817729,-0.17067079,0.81168723,0.7048614,0.7963738,0.8895557,1.0321239,0.17562136,0.22594132,0.23400995,0.32778257,0.46387374,0.801311,1.0642399,0.9016119,0.95321083,1.092302,0.68857086,0.495439,0.5465579,0.5005041,0.4791415,0.31142914,0.504561,0.4534421,0.49949592,0.5208585,0.37714168,-0.009121985,0.09311582,0.001008164,-0.041716993
6,SH688256,0.07443503073232868,1.0,,,,SH688256,寒武纪,2026-08-04,0.03574442,0.07576366,0.47178847,0.018885702,0.24927126,0.021133536,0.27894026,0.037992254,0.5014575,0.96548915,1.0182339,0.9450849,0.97865444,1.046174,1.2520914,1.287319,1.3105055,1.1129535,1.0019443,1.0716407,1.163055,1.2224566,1.2221671,0.044649594,0.08909424,0.1300683,0.14118208,0.110161915,-0.014079848,-0.027008593,-0.02009357,-0.014389609,-0.0014832556,0.24859986,0.8423957,0.835294,0.80508274,0.05529284,0.02621544,0.049897965,0.027834011,-0.013807261,-0.17841104,1.0939424,1.2824922,1.4560864,1.5024846,1.5024846,0.9375047,0.9375047,0.9375047,0.9375047,0.9375047,1.0333605,1.1524789,1.2910271,1.348527,1.308616,0.9641355,0.9933625,1.042094,1.0961134,1.1405933,0.6,0.3,0.15,0.1,0.05,0.39949015,0.1811524,0.12051197,0.1106151,0.1106151,0.6,0.1,0.15,0.16666667,0.5833333,0.4,0.7,0.85,0.9,0.95,0.2,-0.6,-0.7,-0.73333335,-0.36666667,-0.26489753,-0.7039359,-0.19110832,-0.091349386,0.040835936,-0.20714138,-0.32592145,-0.027268382,0.06570378,0.26280665,0.6,0.4,0.45,0.5,0.5,0.4,0.6,0.55,0.5,0.5,0.2,-0.2,-0.1,0.0,0.0,0.4210179,0.2612506,0.37727275,0.40783283,0.48234,0.5789821,0.73874944,0.6227273,0.5921672,0.51766,-0.15796424,-0.47749886,-0.24545449,-0.18433435,-0.03532,0.9186819,0.77504975,0.7966234,0.7823505,0.80309695,0.11993755,0.19926605,0.17146972,0.15593444,0.16755097,0.5482821,0.7343975,0.7710908,0.7875331,0.86610806,0.6194283,0.5079601,0.55199176,0.52512026,0.4837485,0.38057175,0.49203995,0.44800824,0.4748797,0.5162515,0.23885652,0.015920129,0.10398354,0.05024057,-0.032503035
7,SZ002460,0.07343200370698248,1.0,,,,SZ002460,赣锋锂业,2026-08-04,0.027833002,0.03339962,0.83333296,0.005566616,0.16666706,0.0,0.0,0.022266386,0.66666585,0.9729207,1.0054159,0.9729207,0.9949968,0.9485448,0.92244196,1.1849988,1.311515,1.6428698,0.97353965,0.9640796,0.9776393,1.0696326,1.2353164,0.015576822,0.02305743,0.048824638,0.14186081,0.20596533,0.0077940067,0.004305942,-0.004003942,-0.014030909,-0.011110118,0.6258984,0.31968775,0.23537782,0.75813824,0.8874603,0.010872319,0.016543657,0.060398135,0.13381551,0.09243202,1.0054159,1.0054159,1.1788285,1.3944515,1.65908,0.91818476,0.9081226,0.8740858,0.8740858,0.8740858,0.9798818,0.9779088,1.0027071,1.2247657,1.4060258,0.96476054,0.9485066,0.94622517,0.958915,0.9838908,1.0,1.0,0.8,0.53333336,0.26666668,0.9379135,0.9443345,0.41318208,0.2419725,0.16040145,1.0,1.0,0.05,0.033333335,0.016666668,0.2,0.1,0.5,0.6666667,0.8333333,0.8,0.9,-0.45,-0.6333333,-0.81666666,-0.72299474,0.26382843,0.31484264,0.29699826,0.23994006,0.33279482,0.84430766,0.14128946,0.21591227,0.25030947,0.8,0.6,0.4,0.4,0.35,0.2,0.4,0.6,0.6,0.65,0.6,0.2,-0.2,-0.2,-0.3,0.92901105,0.6763247,0.3454188,0.3381769,0.32730737,0.07098897,0.32367527,0.6545812,0.6618231,0.67269266,0.8580221,0.35264945,-0.30916235,-0.3236462,-0.34538528,1.1641165,1.2586424,1.3638507,1.393024,1.4590316,0.14836396,0.36962998,0.34514025,0.32797047,0.34961563,0.80952597,1.4730772,1.0412422,0.99851507,1.0021765,0.52598715,0.45160636,0.48466134,0.4683492,0.48070502,0.47401285,0.5483936,0.51533866,0.53165084,0.519295,0.051974323,-0.09678725,-0.03067732,-0.06330162,-0.038589966
8,SH688183,0.07245978442443976,0.6666666666666666,,,,SH688183,生益电子,2026-08-04,0.059690792,0.086907275,0.6868331,0.01587628,0.18268068,0.0113402,0.1304862,0.055154715,0.6346386,0.9436715,1.014982,0.93297005,0.9892871,0.8694549,1.0723338,1.1864928,1.2337497,1.0220894,0.91037476,0.9325004,1.0437489,1.1070644,1.1388571,0.07115925,0.06329251,0.13679174,0.14902107,0.14525476,0.031767156,-0.0053396495,-0.019108403,-0.014829784,-0.002038989,0.49823472,0.06524275,0.6829629,0.7674957,0.060099225,0.026090909,0.091528006,0.137781,0.1079675,-0.07870699,1.014982,1.0980963,1.3035811,1.3705407,1.4975535,0.7928918,0.7928918,0.7928918,0.7928918,0.7928918,0.9416259,0.98602206,1.2028426,1.2350714,1.2800652,0.8834148,0.89697623,0.92549336,0.9717182,0.99335504,1.0,0.9,0.5,0.33333334,0.23333333,0.93254095,0.6785885,0.40554637,0.35853648,0.29391158,1.0,0.1,0.35,0.06666667,0.45,0.4,0.7,0.85,0.9,0.95,0.6,-0.6,-0.5,-0.8333333,-0.5,0.1713125,-0.24657719,0.27926123,0.45178932,0.50499725,0.6638888,0.26271877,0.43851426,0.46586087,0.4902554,0.8,0.5,0.45,0.46666667,0.46666667,0.2,0.5,0.55,0.53333336,0.53333336,0.6,0.0,-0.1,-0.06666667,-0.06666667,0.694865,0.4448281,0.43508133,0.44262224,0.49706405,0.305135,0.5551719,0.5649187,0.55737776,0.50293595,0.38972998,-0.110343836,-0.12983735,-0.114755526,-0.005871867,1.0780877,0.9385265,1.033596,1.0897558,1.500151,0.23737457,0.25385985,0.26946014,0.28309855,0.6702669,0.89756477,0.9017606,0.84458625,0.80147,1.2405404,0.52902603,0.43754208,0.5300342,0.47384265,0.48846748,0.470974,0.5624579,0.46996582,0.5261573,0.5115325,0.058052015,-0.12491582,0.060068376,-0.052314673,-0.023065029
9,SH601169,0.07140383679273013,1.0,,,,SH601169,北京银行,2026-08-04,-0.022988422,0.024904165,-0.9230754,0.0019157432,0.076924615,0.0,0.0,-0.024904165,-1.0,1.0235293,1.0254902,1.0,1.0093117,0.9981188,0.9864559,0.9492099,0.9454477,0.9751693,1.0150489,1.005267,0.99123394,0.9700652,0.9618384,0.012012626,0.01319344,0.021570629,0.0359852,0.028086308,-0.00045145536,0.0028866548,0.003157441,0.003873964,0.0008448548,0.0035309675,0.43881866,0.74991655,0.8981833,0.27597815,-0.014145954,-0.018257022,-0.021229662,-0.02623765,0.013238349,1.031466,1.031466,1.031466,1.031466,1.031466,0.9962936,0.9766267,0.93808633,0.9026412,0.9026412,1.0240781,1.0221971,1.0041384,0.99849504,0.9876599,1.0033107,0.9954853,0.98036116,0.9296464,0.9398044,0.2,0.6,0.75,0.8333333,0.9166667,0.105378225,0.42621446,0.6630317,0.755746,0.755746,0.8,0.9,0.95,0.96666664,0.98333335,0.2,0.1,0.05,0.16666667,0.5833333,0.6,0.8,0.9,0.8,0.4,0.48792937,0.78744626,0.3090085,0.4514196,0.35510713,0.38294998,0.23912297,0.3151714,0.38972148,0.25033244,0.8,0.7,0.6,0.56666666,0.41666666,0.2,0.2,0.25,0.33333334,0.48333332,0.6,0.5,0.35,0.23333333,-0.06666667,0.5177311,0.5891093,0.64770234,0.601683,0.5261076,0.48226893,0.4108907,0.35229763,0.39831698,0.4738924,0.035462134,0.1782186,0.2954047,0.20336604,0.0522152,1.081321,0.88013536,0.90222144,0.85340196,0.7720402,0.22172672,0.273197,0.22317775,0.21176654,0.21112968,1.0161264,1.2323078,0.98856676,0.93800974,1.0204967,0.6319335,0.45882872,0.5457572,0.5049369,0.5078904,0.3680665,0.54117125,0.4542428,0.49506313,0.49210963,0.26386705,-0.08234256,0.091514386,0.009873759,0.015780777
